,0
26,"Following a transformative experience volunteering in Haiti after a devastating earthquake, Yolaine Civil, M.D., had ambitions to make a difference in Africa. Read about this recent Fulbright Scholarship recipient's journey in @umichmedicine's #Headlines:  https://www.mmheadlines.org/2018/06/a-global-scholar-fulbright-recipient-tackling-health-disparities-in-africa/?utm_campaign=Newsletter&utm_source=Newsletter_20180621&utm_medium=email …"
27,Some people thought this was a mistake. Nope. Time for work. #DisabusingDisability #DocsWithDisabilities pic.twitter.com/s1PbvYsHYx
28,I actually wanted to take this opportunity to praise Delta Air Lines for their response to a medical emergency on Flight DL1876 from Detroit Metro Airport (DTW) to LAX yesterday morning. You may recall the...  https://www.facebook.com/feranmi.okanlami/posts/10103953427486423 …
29,Happy #FathersDay to all the dads (and grand dads!) of our #LittleVictors! pic.twitter.com/Op0ktgpeX9
30,Just because it’s a policy in #MedEd doesn’t mean it’s legal.#DocsWithDisabilties #NursesWithDisabilities @umfamilymed @UM_OHEI @philipzazove @cjmoreland @annehoekstramd @mdfetters https://twitter.com/AcadMedJournal/status/1005917606946201601 …
31,".@UMich calls allegations in free-speech lawsuit “a false caricature”; cites dozens of speakers, articles, student organizations to dispute claims #URecord:  http://myumi.ch/6wGDk  pic.twitter.com/JD9b9Ep3iy"
32,"To all celebrating Eid al-Fitr and the end of Ramadan - in our @UMich community, and around the globe - #EidMubarak! pic.twitter.com/LP8ROLPiQU"
33,"New research probes why cancer outcomes are worse for minority children. A #Umich-led project with @ChildrensDMC in #Detroit & @HurleyMedical in #Flint, funded by the @CHMFoundation:   http://michmed.org/Morxo  #pediatriccancer pic.twitter.com/8wkj3p3S25"
34,"Agreed. This report needs to accelerate discussion and lead to action. @UMichIRWG , @UMichResearch, @umichLSA, @UMengineering, & @UM_OHEI have already organized a series of events to discuss this fall.  https://irwg.umich.edu/events/sexual-harassment-science … https://twitter.com/kejames/status/1006961826737868807 …"
35,"@umichmedicine “Paying attention to suicide warning signs and responding with empathy and support is key to helping individuals get needed help,” says Meg Jennings, LMSW, a social-work supervisor for @UMichMedicine. https://twitter.com/umichmedicine/status/1005115486248620032 …"
36,"Our pediatric oncologist @RajenMody was awarded a 592K grant from @CHMFoundation to study cancer biology and care among minority children, and identify barriers that prevent underprivileged patients from accessing the best treatments available:  http://michmed.org/Morxo  pic.twitter.com/CWLxaAYYxJ"
37,"""The level of struggle is at epidemic levels, but because of the culture of silence, people feel like they’re the only ones going through it."" –@srijan_sen_lab on #medstudent #depression http://michmed.org/EXv9d "
38,"How can we build a better surveillance system for #opioid #overdose that can help #FirstResponders , #EmergencyMedicine & #LawEnforcement get out ahead of the #OpioidEpidemic? Come to our seminar with @UM_ACRU's Mahshid Abir next Thurs. to find out:  http://ihpi.umich.edu/events/ihpi-research-seminar-series-development-system-opioid-overdose-surveillance-sos … pic.twitter.com/igo1UFJDNb"
39,"“Research tells us that DACA-status individuals can help us alleviate physician shortages, especially in high-need areas, and provide culturally competent care.”- @dbarbe_md #AMAmtg"
40,Glad to see the Comprehensive Gender Services Program profiled in @umichmedicine Headlines this morning. All gender identities deserve equal access to the highest-quality care. Read more here:  https://bit.ly/2xRoy8q  #PRIDEMonth pic.twitter.com/uAcsfUcnIp
41,#Suicide Warning Signs and Risk Factors Everyone Should Know:  http://michmed.org/EOWp3  #SuicidePrevention pic.twitter.com/5SVL0SfsXu
42,"Saying suicide is selfish is saying, “Although I don’t understand clinical depression & suicide I’m going to judge people who die from it even if causes unimaginable pain + trauma and stigmatizes mental illness because it makes me feel better + safer.” https://bit.ly/2sEkOlF "
43,"@umichsphglobal @umichsph Faculty, staff and students join partners from St.Paul's Millenium Medical College at a rural health clinic in Ethiopia to explore research collaboartions. pic.twitter.com/lL0mtNdxAt"
44,And learn how providers can give better care to #transgender individuals:  http://michmed.org/EArrm  #Pride https://twitter.com/UM_OHEI/status/1003660398598508546 …
45,JUST ADDED: Next Tuesday come hear Dr. Jaya Aysola of @PennLDI speak on how #healthcare institutions can promote #healthequity and #inclusion in #meded and work environments:  http://michmed.org/e8YxO  pic.twitter.com/7Tqd4KNkom
46,June is #PrideMonth Make sure to check out the latest #DiversityMatters piece in Headlines to learn about @umichmedicine's ongoing work with transgender individuals:   https://www.mmheadlines.org/2018/06/diversity-matters-lgbtq-pride-month/ …
47,"Each year at @UMichSurgery, we host students from around the country who join our own @UMichMedAdmiss for a Student Surgery Leadership Weekend. This year we focused on DEI, & we asked 3 students to write about their experience on our #MichiganPromise blog:  https://medicine.umich.edu/dept/surgery/news/archive/201805/student-surgery-leadership-weekend … pic.twitter.com/eBZ0nIgV5q"
48,"#MemorialDay: ""Rituals and ceremonies are important links to the past, and they are reminders of what it takes to improve tomorrow."" The Final Salute for #veterans, with Dr. @sanjaysaint 🇺🇸  http://michmed.org/Ewa7a  pic.twitter.com/i0298QJlRG"
49,ICYMI: Becker's Hospital Review names @umichmedicine's Dr. Hitinder Gurm one of 50 experts leading the field of patient safety.  https://www.beckershospitalreview.com/lists/50-experts-leading-the-field-of-patient-safety-2018.html …More on his work w/BMC2:  http://michmed.org/Ezn2O  pic.twitter.com/TGfhjSVjHB
50,"– Safety– Dignity– Human rights & fundamental freedoms for ALL migrants – children, women & men – at ALL times@UNmigration info:  https://www.iom.int/global-compact-migration … pic.twitter.com/RcTfNfDQix"
51,"“Diversity and inclusion are about many things, but most of all they are about excellence”-Selwyn Vickers, MD, Dean, University of Alabama, School of Medicine #SBAS2018 pic.twitter.com/rZiow9xyN8"
52,“We believe that the work happening in Chad’s name will change the future for other children. This is Chad’s legacy.”  More on #Umich's newly established Chad Carr Pediatric Brain Tumor Center:  http://michmed.org/Mo08p  #ChadTough #DefeatDIPG pic.twitter.com/1f3YMviIPK
53,Congratulations to all authors for bringing this work into fruition! Thanks to the reviewers who sacrifice their time 2 help strengthen this work & to the Editors of @HeadacheJournal for your belief in this importance of publishing this manuscript. @UM_OHEI @MinorityHealth @NIMHD https://twitter.com/HeadacheJournal/status/998666334652203009 …
54,"Today we volunteered at World Medical Relief, Inc. The work they do to serve individuals in need overseas is incredible! We will be back soon. pic.twitter.com/xfweI04xVY"
55,We believe we can solve #homelessness in a country as great & wealthy as the U.S. @KPShare is investing $200 million through our Thriving Communities Fund & partnering w/ @mayorsandceos to develop solutions for these most vulnerable members of our society. https://k-p.li/2Gvj6al 
56,Cue the video! @A2Scarlett 2018 Portfolio Day. Tons of great companies interviewed our 8th graders to prepare them for future careers. Thank you @A2Vets @A2Police @bankofannarbor @BrownandDeLine @CaymanChemical @compassgroupusa @GreenPath @UMich @Seelio @UM_OHEI https://twitter.com/A2schools/status/997499344617132033 …
57,Here on our office service project to help sort medical products for shipment overseas to individuals in need. pic.twitter.com/vkh4nStFtQ
58,"“Doctors with disabilities are likely to be more empathetic, as they have more recognition of the concerns of their patients.” - Dr. Michelle Meade from our PM&R team. Learn more about new medical devices helping doctors with disabilities:  http://michmed.org/Enl4m  pic.twitter.com/O3Ujv8mCEf"
59,#RamadanMubarak Wolverines! pic.twitter.com/3Dxtix355r
60,"Kempner's advice: Be Nice. Stay in touch with your classmates. Call your parents post-call. Be patient with loved ones. Whatever makes you happy, make time for it. Remember to be human. And most important: Pack extra socks in your on-call bag. #GoBlueMed #MGoGrad"
61,We are thrilled to kick off the #NursesWithDisabilities campaign during #NursesWeek. Help us celebrate this new partnership with @MGHInstitute. Spread the word! #AccessInNursing #AccessInHealthScience #DisabusingDisability @Okanlami @umfamilymed @umfamilymed https://twitter.com/HsmCoalition/status/995022278785200129 …
62,🎓#MGoGrad pic.twitter.com/iixQw2QjBD
63,"These six nurses have taken their commitment to care to a new level, by leading research efforts on #ptsafety, #ICU care, #surgery, #cancer, disaster-related care and more. In honor of #NursesWeek, we're putting them in the spotlight:  http://michmed.org/EwyNL  pic.twitter.com/cA9phubgcC"
64,"Listening to U-M President Mark S. Schlissel address ongoing diversity, equity and inclusion initiatives on campus and beyond. pic.twitter.com/kLUHtGZ72y"
65,"Wisdom from @UMichSurgery’s @erikaanewman on being a successful surgical intern:🔹Show up: be early, leave late, bring a good attitude🔹Know your pts in & out, small details matter🔹Practice relentless positivity esp. when stuff doesn’t go your way🔹Know your limits pic.twitter.com/T0VOaanfyC"
66, https://www.rootedinrights.org/can-we-stop-arguing-about-the-right-way-to-be-a-disability-activist/ …
67,Great Keynote from @erikaanewman at @UMichSurgery Leadership Weekend; need to think broader about how we define diversity. #MichiganPromise pic.twitter.com/KfNvyv7sYD – at University of Michigan Museum of Art
68,May is #MentalHealthMonth!@CPEHN is excited to share the California Reducing Disparities Project: Strategic Plan to Reduce Mental Health Disparities.  http://bit.ly/CRDPstrategicplan …Stay tuned this month as we share highlights from the report!
69,"Congrats to @AndrewMIbrahim on winning the @UMichSurgery Young Investigator Award at #MosesGunn2018! His work combines his interests in Surgery, research, and architecture: “Redesigning the delivery of specialty care across newly formed hospital networks” pic.twitter.com/VwE3Jwztuv – at North Campus Research Complex (NCRC)"
70,".@UM_OHEI Director Dr. David Brown on inclusive leadership at @UMichSurgery’s #SurgeryLeadershipWeekend: “be curious, not furious.” Curiosity, gratitude, connection & introspection vital to being an inclusive leader pic.twitter.com/1gfZ2KQS0q"
71,Fewer than 11% of foster care alumni go on to earn a bachelor’s degree. Detroit native Malaysia White was determined to beat the odds.  #UMBlavinScholars #ActivateTalent  http://myumi.ch/6kYyo  pic.twitter.com/R2zyZlDAHt
72,Join us right now in Taubman (room 6000) for our third #FirstFriday! #DiversityMatters pic.twitter.com/gOxDUYvW6F
73,"Hosting our third #FirstFriday at @umichmedicine, where faulty, learners and staff are welcome to explore thought-provoking conversations regarding diversity, equity and inclusion! Join us at Taubman; room 6000!"
74,Thank you to all of the video game streamers who spent an afternoon with our #LittleVictors last week during the @GamersOutreach video game party! pic.twitter.com/7GV0XzGsvT
75,University of Michigan creates website to help DACA students http://s.mlive.com/swvBEIb 
76,"Dr John Carethers just became President of the Association of American Physicians! The gavel came from the home of William Osler, a founder. pic.twitter.com/M3szF7ylvu – at University of Michigan Hospitals"
77,"May is Asian Pacific American Heritage Month; read the latest #DiversityMatters piece, featuring Rohan Achar, treasurer of the United Asian American Medical Student Association at U-M:  https://www.mmheadlines.org/2018/05/diversity-matters-asian-pacific-american-heritage-month/ …"
78,Excited to be in @CityOfBoston at @harvardmed to speak at their Leadership & Faculty Development Conference on Improving the Care of People with Disabilities. Thanks for the invite @AMLandryMD and Dr. Joan Reede #DisabusingDisability #DocsWithDisabilities
79,"Our Faculty Lead for Medical Student Success, @Okanlami, will be speaking at Harvard Medical School's Leadership and Faculty Development Conference: Improving the Care of People with Disabilities! #DisabusingDisability #DocsWithDisabilities Tune in here:   https://m.youtube.com/watch?v=ABfiNn9tJao&client=mv-google&layout=mobile …"
80,Great to hear Dr Lisa Meeks at our professional development conference. Accessibility and Inclusion of Learners and #docswithdisabilities #GoBlueMed #DirectorCarol pic.twitter.com/mCXoB7RjI4
81,Please rise for the Class of 2018. Congratulations & #GoBlue!#MGoGrad 🎓 pic.twitter.com/JssGT2eAgQ
82,Working towards a #CultureOfInclusion and #AccessInMedEd @umfamilymed @UM_OHEI @umichmedicine https://twitter.com/drsitu/status/987155453351251969 …
83,Fantastic Faculty Exchange Program lecture provides by @macky_neal discussing prehospital treatment of injuries and on-going trials related to resuscitation science. #UMSurgUpdates pic.twitter.com/3ofSf2x6uX
84,It’s #PXW2018. Today we’re painting pieces of a new mural! Robots! @umichmedicine pic.twitter.com/kMqg0yu6aB – at University of Michigan Hospitals
85,"If you missed Tuesday's DEI Symposium, make sure to read all about it in Headlines today:  https://www.mmheadlines.org/2018/04/faculty-staff-lauded-as-inclusive-leaders-at-annual-dei-symposium/ …"
86,"We are SO proud of all of our winners this year! Through your work, @hcrissman, you are actively working to move the needle in regards to DEI here at @umichmedicine. Thank you and congratulations! https://twitter.com/UMichOBGYN_Res/status/989536504291758082 …"
87,“Trans care is #primarycare.” Yet discrimination keeps nearly one-third of #transgender people from seeking medical help for illness or injury. How doctors can provide better care for these patients:  http://michmed.org/ej6Jp  @UM_OHEI pic.twitter.com/YarWPKf4KP
88,"Panel 2: #Patient #advocacy groups are important, should be inclusive & community engaged, and could have a critical role in incl #minorities & #vulnerable pop. in clinical trials @amfmigraine @NHF #HlthEquity2018 @MinorityHealth @FDAOMH @umichsph @NIMHD @UM_OHEI"
89,"Panel 2: Certain #vulnerable population in #health may be worse off w new ""biological treatments"" due to lack of representative pop. in the actual biological treatment clinical trial studies @MinorityHealth @NIMHD @UM_OHEI #Hlthequity2018 @Amgen Wow"
90,#HealthDisparities @MinorityHealth @NIMHD @UM_OHEI #Hlthequity2018
91,"Please join us for our diversity-themed room at UH dining rooms C & D called, ""Just Ask!"" #PXW2018 pic.twitter.com/pwSGXSJwJX"
92,A big congratulations to our inaugural winners of the Outstanding DEI Advocate Award! pic.twitter.com/rDzkvZ8Z5G
93,Congratulations to this year's DEI mini-grant recipients! pic.twitter.com/316OYM5F0x
94,"Welcome to our keynote speaker, Dr. Ana Maria Lopez! pic.twitter.com/0OtePIVWRR"
95,A huge thank you goes out to our DEI Implementation Leads and past mini-grant winners who presented! pic.twitter.com/1vYfPrMt94
96,"""People need to feel valued, and we all need the opportunity to thrive."" - Dr. Carol Bradford"
97,"""Your presence here today represents your substantial support for diversity, equity and inclusion. And it should be commended."" - Dr. Carol Bradford @umichmedicine pic.twitter.com/iiy3ynb6Xm"
98,"""Our vision at OHEI is to create a world here at Michigan Medicine where everyone feels valued and can thrive."" - Dr. David J. Brown pic.twitter.com/g4wYtxKhZd"
99,"""As we think about accountability, it is having the commitment to do something about things that we feel aren't right."" - Dr. Marschall Runge @umichmedicine"
100,"Dr. Runge addressing attendees at our annual DEI Symposium at Ford Auditorium. ""When it comes to culture, we need to challenge ourselves."" @umichmedicine pic.twitter.com/kyxoMI3ExO"
101,#DocswithDisabilities https://twitter.com/MHealthLab/status/984463278913929216 …
102,"All too common question. #microagression.  When I got into @harvardmed , one of my former highschool “friends” incredulously asked me what was my GPA.  Dispel the myth: #Diversity does NOT mean non-merit based advancement. https://twitter.com/thehill/status/987763162157068288 …"
103,Michigan Medicine kicks off #PXWeek2018 - with panel on physician burnout. Check out the full week of activities:  https://bit.ly/2qS82iG  pic.twitter.com/jCgjI2DSDm
104,It's #PXWeek2018 at @umichmedicine! We have a full week of activities planned. Check it out:  http://bit.ly/2qS82iG 
105,"If you are unable to attend tomorrow's DEI Symposium in Ford Auditorium, make sure to live-stream it here:  https://primetime.bluejeans.com/a2m/live-event/wwdhwcex …"
106,"Join us for our 2018 Diversity, Equity and Inclusion Symposium tomorrow in Ford Auditorium from 8:30 a.m. to 1 p.m. Our special guest speaker is Dr. Ana Maria Lopez, Associate Vice President of Health Equity and Inclusion at the University of Utah!"
107,"Happy #PatientExperienceWeek! Thank you for everything you do to make sure our patients and families are partners in their care, informed and as comfortable as possible. We are all part of the patient experience! pic.twitter.com/17fD0MuRCG"
108,"On #EarthDay @umichsph renews our commitment to prevention + protection, for our planet and for the people who call it home. #GoBlueLearn about the origins of #EarthDay at @UMich, 1969:  http://myumi.ch/aVKb7 Explore our pursuit of a healthier world:  http://myumi.ch/aMNxW  pic.twitter.com/taOtTUeZHS"
109,Michigan Surgery representing at #AmerSurg18. Tomorrow we will be presenting our results from our #SurgeryEClinic! #UMSurgUpdates pic.twitter.com/nJhSUjRP9H
110,Excited to hear Dr Vanisha Wilson’s Grand Rounds @umichmedicine on the importance of Quality Improvement and it’s necessity in resident education #qualityimprovement #obgyn #womenshealth #deliveringvictors pic.twitter.com/kRYhTDdcwE
111,Take a look at the newly released report by AAMCtoday and UCSFMedicine on enhancing the academic medicine community’s response to individuals with disabilities.  http://ow.ly/y4Zv30iVdrQ  #docswithdisabilities #MedEd #AccessInMedEd
112,@umichmedicine faculty member Rocky Oteng has worked tirelessly with Ghanaian partners to build #EmergencyMedicine programs in that country - with great results!  https://tinyurl.com/yctpsh4g  #globalhealth pic.twitter.com/2TooMjfCZr
113,"Thanks to @AAMCNews for continuing to highlight diversity of all types - race, gender, ability... @MeeksLisa @CheriBlauwetMD @PamLiaoMD @deafmd1 @philipzazove https://twitter.com/um_ohei/status/986326750140485632 …"
114,"At @umichmedicine, we value diversity of all types; @Okanlami, our Faculty Lead for Medical Student Success, is just one of our #DocsWithDisabilities striving to improve the perception of disability in medicine #DisabusingDisability @AAMCtoday @umfamilymed https://bit.ly/2H6NiKa "
115,So it begins...#AccessInHSM18 find out how to Join the Conversation at  http://hsmcoalition.org  Looking forward speaking tomorrow about the intersections of disability and medicine. #DisabusingDisability #DocsWithDisabilities #NursesWithDisabilities... http://hsmcoalition.org/ 
116,Exited to be learning so much to help expand the future of #docswithdisabilities https://twitter.com/MeeksLisa/status/984177677664948224 …
117,On #EqualPayDay it is imperative that women with disabilities be included in efforts to eliminate the gender wage gap!  https://www.bustle.com/p/disabled-womens-equal-pay-struggles-often-go-unheard-but-you-can-help-include-them-8730123 … #CripTheVote
118,@Okanlami challenging perceptions and equality. #AccessInHSM18 #DocsWithDisabilities #AccessInMedEd #NursesWithDisabilities pic.twitter.com/jmhOTDDveT
119,"Thank you @NPR,  @WHYYThePulse, @MaikenScott, and @Elana_Gordon for this coverage of disability. Enjoying listening to others striving for accessibility in their own sectors...#DisabusingDisability https://twitter.com/whyythepulse/status/984725617345114113 …"
120,"Just in case you missed it: Make sure to check out this incredibly important piece featuring our Faculty Lead for Medical School Success, @Okanlami! #DocsWithDisabilities #DEI https://whyy.org/segments/those-with-disabilities-push-for-culture-change-in-medicine/ …"
121,Join me and UH/CVC Chief Nursing Officer @DevinCarr for a Town Hall on April 18. We’re taking your questions in advance and live at the event – click here to (anonymously) submit a question for us:  https://www.surveymonkey.com/r/5LPP3RM  pic.twitter.com/iUaFBiYzpr
122,Our @umichmedicine visitors from Uganda's Mbarara University enjoyed their tour of the research space at NCRC. pic.twitter.com/LhrXVIgxby
123,GRAND ROUNDS 'Unpacking the Hidden Factors Shaping the Care of Our Patients'' @UMKelloggEye #HealthEquity Ophthalmology Program  @UM_OHEI pic.twitter.com/NEB3b30pVi
124,@Elana_Gordon spoke with @Okanlami (aka Dr. O) for the story. You can read more about his #DocsWithDisabiliities journey in this recent @umichmedicine profile:  https://healthblog.uofmhealth.org/lifestyle/disabusing-disability-a-doctors-paralyzing-injury-brings-new-perspective … pic.twitter.com/DVD6gEJxxb
125,The story mentions a big report from @AAMCtoday on the lived experiences of #DocsWithDisabilities. Read more about what's in the report from @umichmedicine reporter @karag  https://www.uofmhealth.org/news/archive/201602/want-be-doctor-have-disability-many-medical-schools-look …
126,"Please check out this incredible piece by @NPR featuring our very own faculty member, @Okanlami! https://twitter.com/umfamilymed/status/984566179950931969 …"
127,Well done @PamLiaoMD and @MeeksLisa - your work is gaining some traction and raising awareness. @UM_IHPI @umfamilymed @UM_OHEI https://twitter.com/umfamilymed/status/984566179950931969 …
128,@UM_OHEI @UM_IHPI @umfamilymed @Okanlami Equally fired up!
129,I now teach my residents  the lessons I learned from @cjmoreland on my medicine team and I’m so grateful to have learned from him 🙌🏾#docswithdisabilities Proud @UTHealthcareSA @UTHealthSAMed alum#GoBlue@UM_IntMedCMRs https://twitter.com/umfamilymed/status/984211153868947456 …
130,Dr. Argenyi talks about Advocating for Access #AccessInHSM18 #DocsWithDisabilities #AccessInMedEd pic.twitter.com/L5XbQ1ccFi
131,"Why America’s #Black #Mothers and Babies Are in a Life-or-Death Crisis.Dr. Arline Geronimus, who first linked #stress and black infant mortality, joins @nytimes to discuss the disparity in #America:  http://nyti.ms/2GS2F9a  pic.twitter.com/Lh36dn2KTP"
132,"For all my first generation students and young professionals, regardless of race. What to do when you are organically distanced by education from all the things that defined you? It applies to medical school too! Ivy League degree: Now what? http://hechingerreport.org/ivy-league-degree-now-what …"
133,"After suffering in silence, @MariahCarey has opened up about her battle with bipolar II disorder. Read the story of a @UMichMedAdmiss student working to erase the stigma of mental illness in medicine:  http://michmed.org/EXv9d  @LifeofMedstudnt pic.twitter.com/RQDoeLVScC"
134,"In that case, be sure to follow our research faculty active on Twitter: @deafmd1 @Okanlami @MeeksLisa @buisl @KGoldMD @chang_tammy @justinepwu @justfooddoc @tc_g @mdfetters @smzick @zoralong @melissa_dej @philipzazove https://twitter.com/AAMCtoday/status/983762836844351489 …"
135,So it begins...#AccessInHSM18 find out how to Join the Conversation at  http://hsmcoalition.org  #DocsWithDisabilities #NursesWithDisabilities #AccessInMedEd #CreativeAccommodations #CultureOfAccess pic.twitter.com/VJgyar6Hgz
136,Already fired up to be with so many individuals passionate about changing the culture and improving access! #DocsWithDisabilities #DisabusingDisability @umfamilymed @UM_IHPI @UM_OHEI https://twitter.com/meekslisa/status/984079894408761344 …
137,@UM_OHEI @umfamilymed @MeeksLisa @AAMCtoday @UFMedicine @umichmedicine #DocsWithDisabilities #BlackMenInMedicine #DisabusingDisability #OkanlamiStrong https://twitter.com/umfamilymed/status/982250222842621954 …
138,"""I am reminded of how lucky others and I are that we get to care for these men and women, who all too often are forgotten..."" VA doctor @sanjaysaint reflects on the Final Salute for #veterans: http://michmed.org/Ewa7a "
139,April is National Minority Health Month. Read how medical students are getting real-life lessons about social determinants of health at  https://bit.ly/2GmN55k #NMHM18 #SDoH #healthequity
140,It's game day!!! #GoBlue #FinalFour pic.twitter.com/gVnmHT0x8H
141,"Congratulations to our fearless leader Mary O’Riordan, PhD, for being named the 1st Frederick C. Neidhardt Collegiate Professor! The professorship was awarded to Mary in honor of her scholarship, mentoring, teaching & service to the Department of Microbiology & Immunology & OGPS. pic.twitter.com/QSZwkrbq5o"
