,0
71,@PennCECPR Zeke Richardson @PennMedicine M3 @penncecpr nailed it at research day @UPennEM @zacharymeisel @PennMedCDH
72,David Jang presenting super innovative research from his NIH K award on showing promise of novel mitochondrial targeted therapies in the the ED for treating #carbonmonoxide poisoning at @UPennEM research day #toxicology pic.twitter.com/NjaYLOP96M
73,"Rct to restore  vacant land and its effects on violence, crime, fear in @PNASNews by @PennLDI  fellow Gina South http://www.pnas.org/content/early/2018/02/20/1718503115 …"
74,Did you know @Penn was named the 4th most innovative university in the world? Catch up on this and other news highlights from the past few months in @PennMedMag:  http://bit.ly/2CJYkCa  pic.twitter.com/9Wh38Sbdty
75,"Its official, I just accepted & will be starting a part-time #PhD program at @Penn this fall! Never when I was little would I have ever thought a doctoral degree would be in my future. It was never even talked of as a possibility. Its weird where life takes you! #phdlife #phdchat pic.twitter.com/hVEaHismdE"
76,"Penn CSP Alum Eugenia South: Citywide cluster randomized trial to restore blighted vacant land and its effects on violence, crime, and fear  https://goo.gl/rTKwQy  @PNASNews @PHSgardening @EpiProfCharlie @Penn_MSHP"
77,Tech Envisions the Ultimate Start-Up: An Entire City https://www.nytimes.com/2018/02/24/upshot/tech-envisions-the-ultimate-start-up-an-entire-city.html …
78,Science needs to redefine excellence - how do we start? A new perspective in Nature https://www.nature.com/articles/d41586-018-02183-y …
79,You will never believe what AI applications are on the horizon @alexsackheim @UPennEM
80,When Calling an Uber Can Pay Off for Cities and States - The New York Times https://www.nytimes.com/2018/02/18/nyregion/uber-lyft-public-transit-congestion-tax.html …
81,"Want to learn how to apply design to health care?Join us for a two-day design thinking workshop @JeffersonUniv, June 7-8!Apply here ➡️  https://healthdesignbootcamp.com/  pic.twitter.com/wWYJzhxgeM"
82,"Yup, I used my kids new #lego stop-motion animation present to make a CPR training video. #resuscitation #geek #LearnCPR #CPRsaveslives @LEGO_Group @legogradstudent pic.twitter.com/qQzPeqBwfp"
83,Can offering free Lyft rides to #Medicaid patients reduce rates of missed #primarycare appointments? Our latest research brief:  https://ldi.upenn.edu/brief/association-rideshare-based-transportation-services-and-missed-primary-care-appointments … @khchaiyachati @JAMAInternalMed
84,Characteristics of Successful Residents abstract to pub- biostatisticians! @UPennEM glad 4 Fran shofer @UPennIBI  https://journals.lww.com/academicmedicine/Fulltext/publishahead/Characteristics_of_Successful_Internal_Medicine.97988.aspx …
85,Welcome to the Post-Text Future https://nyti.ms/2BOcsy3 
86,A Call to Cut Back Online Addictions. Pitted Against Just One More Click. https://www.nytimes.com/2018/02/04/us/politics/online-addictions-cut-back-screen-time.html …
87,Medical Research And Development Issues To Watch In 2018 lots of @PennMedCDH @UPennIBI @PennLDI wheelhouse  https://www.healthaffairs.org/do/10.1377/hblog20180126.879412/full/#.WnUSS4cpoRU.twitter …
88,Book an office hours session to discuss a specific problem you’re trying to solve or idea you’re working to develop with designers and project managers from @PM_Innovation  http://bit.ly/2mhfVew 
89,"#PennNursing's Dr. Robin Stevens presenting statistics regarding the frequency of use for teens on #SocialMedia: ""24% of teens go online 'almost constantly"" pic.twitter.com/wU3ukjCr6r"
90,"New research by @kit_delgadoMD & colleagues suggests that default options in the EMR are a powerful tool to ""nudge"" clinicians to prescribe fewer #opioids. Our latest brief:  https://ldi.upenn.edu/brief/association-between-electronic-medical-record-implementation-default-opioid-prescription … @miteshspatel @ScottHalpernMD @zacharymeisel @JMPerroneMD"
91,"Amazon, Berkshire Hathaway and JPMorgan Team Up to Disrupt Health Care https://www.nytimes.com/2018/01/30/technology/amazon-berkshire-hathaway-jpmorgan-health-care.html …"
92,Yale’s Most Popular Class Ever: Happiness https://www.nytimes.com/2018/01/26/nyregion/at-yale-class-on-happiness-draws-huge-crowd-laurie-santos.html …
93,"Inside Amazon Go, a Store of the Future https://nyti.ms/2G3iTwb "
94,Amazon Go app is now available ahead of cashier-less store opening  http://mashable.com/2018/01/21/amazon-go-shopping-app/ …
95,The Startup Forward Aims to Be the Apple Store of Doctor’s Offices | The New Yorker nice red to @miteshspatel https://www.newyorker.com/culture/culture-desk/the-apple-store-of-doctors-offices …
96,.@Health_Affairs' top 10 most-shared articles of 2017 feature research by our Senior Fellows Ashley Swanson and @ScottHalpernMD:  https://www.healthaffairs.org/do/10.1377/hblog20180104.565753/full/ … https://twitter.com/Health_Affairs/status/951550783274803200 …
97,"Alexa, We’re Still Trying to Figure Out What to Do With You— superusers often use it for checking the weather https://www.nytimes.com/2018/01/15/technology/virtual-assistants-alexa.html …"
98,"This Cat Sensed Death. What if Computers Could, Too? - The New York Times https://apple.news/A_etlLg0bT6K9c_gjEvGuMA …"
99,My new paper is out! Google search volume corresponds to cancer incidence at the state level.  http://www.jmir.org/2018/1/e6/  Thank you @JMedInternetRes @PedCancerCare @CHOP_CPCE @Penn_MSHP @RainaMerchant @PennMedCDH
100,"@TechCrunch Library of Congress will no longer archive all public tweets, citing longer character limits  http://tcrn.ch/2CanD1q  # via @techcrunch"
101,Facebook Conceded It Might Make You Feel Bad. Here’s How nyt Interprets That. https://www.nytimes.com/2017/12/15/technology/facebook-blog-feel-bad.html …
102,Big news today! Please join us in welcoming the 2018-2020 NCSP Scholars! @NCSP_Penn  https://goo.gl/KYDPvh  @NCSP_UCLA  https://goo.gl/QSRwyn  @NCSP_Yale  https://goo.gl/YiLpjq  @UM_IHPI  https://goo.gl/fD6wtM 
103,Penn team seeks to make streets safer by keeping an eye on cyclists' eyes http://www.philly.com/philly/business/transportation/university-pennsylvania-studies-street-safety-bicyclists-pedestrians-autonomous-cars-ryerson-20171207.html …
104,Can Social Media Help Improve ADHD Treatments? | Patient Advice | US News @WorldWellBeing https://health.usnews.com/health-care/patient-advice/articles/2017-12-06/can-social-media-help-improve-adhd-treatments …
105,@nytimes An Alexa Holdout Wants to Know Who’s Listening via @NYTimes https://www.nytimes.com/2017/12/08/business/echo-alexa-amazon.html …
106,Yale Day of Data 2017 takes a deep dive into digital society https://news.yale.edu/2017/12/06/yale-day-data-2017-takes-deep-dive-digital-society …
107,"MyAlzheimers: ""We are building the world’s largest collection of #Alzheimer’s stories on video"" http://www.myalzheimers.net/ "
108,Males more likely than females to receive bCPR in public locations. #ReSS17 #AHA17 @JAHA_AHA @AudreyBlewer @Abhi_Bhardwaj99 pic.twitter.com/UMNlVfFon8
109,@nytimes Amazon’s Latest Way Into Your Life Is Through the Front Door via @NYTimes https://www.nytimes.com/2017/10/25/technology/amazon-key-home.html …
110,The rise and fall and rise again of 23andMe : Nature News & Comment https://www.nature.com/news/the-rise-and-fall-and-rise-again-of-23andme-1.22801 …
111,The rise of artificial intelligence means doctors must redefine what they do https://www.statnews.com/2017/10/16/artificial-intelligence-physicians/ …
112,@nytimes Google’s New Gadgets Come With a Big Helping of A.I. via @NYTimes https://www.nytimes.com/2017/10/04/technology/google-pixel-hardware.html …
113,Share your story | The Lasker Foundation #researchsavedme http://www.laskerfoundation.org/advocacy/your-story/ …
114,Lost in Thought — The Limits of the Human Mind and the Future of Medicine — NEJM http://www.nejm.org/doi/full/10.1056/NEJMp1705348 …
115,Why is #Python so popular?  http://www.kdnuggets.com/2017/07/6-reasons-python-suddenly-super-popular.html … #coding HT @KirkDBorne pic.twitter.com/8izBCmBVAh
116,the origin of network sparsity in living systems  https://www.nature.com/articles/s41598-017-12521-1.epdf … #bioinformatics #datascience #complexity pic.twitter.com/Z8T06hOehF
117,Opportunity for AI-- The Key to Reducing Doctors’ Misdiagnoses - WSJ https://www.wsj.com/articles/the-key-to-reducing-doctors-misdiagnoses-1505226691?mod=vocus&tesla=y …
118,What is the role of twitter in faculty promotion - insights from penn @fapd @stephanietaitano pic.twitter.com/SAx0s1DixE
119,It’s 10 P.M. Do You Know What Apps Your Children Are Using? https://nyti.ms/2xP2TcZ 
120,The Dark Side of a SmileySocial Psychological and Personality Science -   http://journals.sagepub.com/doi/10.1177/1948550617720269 …
121,@nytimes A Game You Can Control With Your Mind via @NYTimes https://www.nytimes.com/2017/08/27/technology/thought-control-virtual-reality.html …
122,Putting Fitness Trackers and Health Monitoring Apps to the Test https://undark.org/article/fitness-tracker-digital-health-app/ …
123,Your Tweets Know You’re Sick Before You Do https://www.fastcodesign.com/90136312/your-tweets-know-youre-sick-before-you-do …
124,Microsoft Teaches Autonomous Gliders to Make Decisions on the Fly -  http://NYTimes.com  https://mobile.nytimes.com/2017/08/16/technology/microsoft-teaches-autonomous-gliders-to-make-decisions-on-the-fly.html?emc=edit_th_20170816&nl=todaysheadlines&nlid=54164730&_r=0&referer= …
125,"Social And Emotional Skills: Everybody Loves Them, But Still Can't Define Them : NPR Ed : NPR @angeladuckw http://www.npr.org/sections/ed/2017/08/14/542070550/social-and-emotional-skills-everybody-loves-them-but-still-cant-define-them?utm_source=Primary&utm_campaign=cadba38496-EMAIL_CAMPAIGN_2017_08_10&utm_medium=email&utm_term=0_3777f2ca8f-cadba38496-43420421 …"
126,“‘Deep Learning’ Can Help Computers Understand Emotional Language” by @PennEngineers https://medium.com/penn-engineering/deep-learning-can-help-computers-understand-emotional-language-c3251f204580 …
127,Teaching A.I. Systems to Behave Themselves https://nyti.ms/2uTes0f 
128,Major medical associations back AI project for patient diagnosis and specialist care  https://venturebeat.com/2017/08/09/major-medical-associations-back-ai-project-for-patient-diagnosis-and-specialist-care/ … via @VentureBeat#
129,Shake up conferences : Nature News & Comment emojis emerge again http://www.nature.com/news/shake-up-conferences-1.22420 …
130,"Dr. Kathleen Lee squashes the ""feedback sandwich"" in her senior GR on rethinking feedback. #leadersinEM pic.twitter.com/6mjZooGoLU"
131,Reminder that being vegetarian doesn't necessarily mean being healthy http://www.onlinejacc.org/content/70/4/411?sso=1&sso_redirect_count=2&access_token=R699iZZQZHpgJl9r7sy7ITnP2SyTRF5k42jrNpbk4AajUHoXtb4ZmKZZQeoFCQStrZNekZpmZafmqMSW7s3oJC57vAiWvoZsOsfRqQIDFQUdbJ1CPknPnnsZ …
132,Great to see more journals adopting the #VisualAbstract @NEJM @Heart_BMJ @AnnalofEM #FOAMed Open source primer here:  http://www.SurgeryRedesign.com/resources  pic.twitter.com/sGYf1GeSFE
133, https://ldi.upenn.edu/brief/structural-nursing-and-physician-characteristics-and-30-day-mortality-patients-undergoing …
134,"I was a professional athlete, and even I can't make wearables useful  http://mashable.com/2017/08/04/wearables-are-useless-for-a-pro-athlete/#dn6iqwYMdkO5 … via @mashable"
135,"Engineering Happiness at Zappos, via @nytimes https://www.nytimes.com/2017/08/04/business/engineering-happiness-at-zappos.html?smprod=nytcore-iphone&smid=nytcore-iphone-share …"
136,Bacterial Transfer Associated with Blowing Out Candles on a Birthday Cake | Dawson | Journal of Food Research  http://www.ccsenet.org/journal/index.php/jfr/article/view/67217 …
137,"Just analyzed early data in our #mHealth study in cardiac patients. Among ~50 pts using @fitbit, we saw 86% compliance over 30 days. High! pic.twitter.com/slErjU5GYM"
138,This App Tells You — and Maybe Someone Else — When You’re Depressed - Bloomberg https://www.bloomberg.com/news/articles/2017-07-20/this-app-tells-you-when-you-re-depressed-who-else-does-it-tell …
139,"Cars Suck Up Data About You. Where Does It All Go?, via @nytimes https://www.nytimes.com/2017/07/27/automobiles/wheels/car-data-tracking.html?smprod=nytcore-iphone&smid=nytcore-iphone-share …"
140,Why are women excluded from medical society awards? https://www.statnews.com/2017/07/19/women-excluded-medical-society-awards/ …
141,Get the tools to land a machine learning job that robots can’t steal http://mashable.com/2017/07/14/immerse-yourself-in-machine-learning-with-this-course-bundle-deal/?utm_cid=mash-prod-email-topstories&utm_emailalert=daily&utm_source=newsletter&utm_medium=email&utm_campaign=daily&utm_sid=535579bef9c510f432dd8000#9C.ZExz_nmqV …
142,"I just published “NowPow, LLC is a woman-founded, women-owned, women operated tech start-up headquartered on…” https://medium.com/p/nowpow-llc-is-a-woman-founded-women-owned-women-operated-tech-start-up-headquartered-on-chicago-1dc3b003684f …"
143,Even fewer - 28% - have the important part of a directive: an expression of care wishes in a living well. Rest are mere POA designations https://twitter.com/health_affairs/status/883411549498507264 …
144,@Forbes Why Hospitals Are In Pursuit Of The Ideal Amazon Alexa App via @forbes http://www.forbes.com/sites/robertglatter/2017/06/26/why-hospitals-are-in-pursuit-of-the-ideal-amazon-alexa-app/#5023b5f52c48 …
0,When the Bully Is a Doctor https://nyti.ms/2MpC3Q7 
1,I expanded Medicaid because I believe people deserve access to quality health care. RT if you agree → pic.twitter.com/KnjMI1nDOJ
2,Name changes from @CLSI_LabNews ...M100 available free here 👉🏼  http://em100.edaptivedocs.net/Login.aspx  ...Klebsiella aerogenes?... Cutibacterium acnes?... they aren’t making it easy on us! ...Was Propionobacterium acnes even cute? 😜 pic.twitter.com/OT4HHME3TZ
3,Bass Pro Shop & Cabela's: Stop selling assault rifles. - Sign the Petition!  http://chn.ge/2FcQS8D  via @Change
4,#AntimicrobialStewardship pic.twitter.com/UWSpejT1yU
5,"Last time CDC budget was as low as Administration has proposed was 2003 - Finding Nemo had just been released. Cutting programs that prevent cancer, heart disease, disease outbreaks would make US less safe and cost taxpayer dollars and American lives. pic.twitter.com/nDFhFKg3VX"
6,Opinion | The next pandemic will come sooner or later. The CDC needs money to prepare. http://wapo.st/2BU9mbZ?tid=ss_tw&utm_term=.440f408d13c7 …
7,Editorial: Year of reckoning for women in science #womeninscience #LancetWomen https://hubs.ly/H09Z4Vg0  pic.twitter.com/Atzy8BJktj
8,Check out our press release:  http://bit.ly/2Gy7XXS On a study published in @ICHEJournal firstview today:  https://doi.org/10.1017/ice.2017.263 …  Authored by practioners from @Carolinas pic.twitter.com/n0uUrwNChY
9,The words we use matter...for our medical decision making and thus our patient's well being. Precision  of language and A Piece of My Mind  http://ja.ma/2E54cZb 
10,"""Of all the forms of inequality, injustice in healthcare is the most shocking and inhumane""  - Martin Luther King Jr               #MLKDay pic.twitter.com/USAuDgLyxE"
11,"We love this holiday message from @HarvardChanDean:""There is something better than science and that is science with a moral compass, science in the service of humanity, science that makes current needs responsive to future needs."" - William Foege, MPH '65 pic.twitter.com/TcjCUeRIHB"
12,Prayer flags in the snow. Peace and prayers for all this holiday season pic.twitter.com/wy2pncPiy2
13,T5: SHEA Choosing Wisely Suggestions:  http://www.choosingwisely.org/wp-content/uploads/2015/09/SHEA-Choosing-Wisely-List.pdf … #cdiff pic.twitter.com/EFfgFHMzgL
14,SHEA just launched a new antibiotic stewardship podcast: Changing the Culture of Culturing   https://soundcloud.com/user-788310625/changing-the-culture-of-culturing … #AntibioticAwarenessWeek#BeAntibioticsAware #WAAW17
15,"Best quote of #IDWeek17- ""best simple low cost test for detecting allergy- a history"" Keith Hamilton"
16,"So impressed with @PennMedicine Good Shepard Hospice for setting up a wedding ceremony for my friend, right on her floor pic.twitter.com/BOP7FH2O2B"
17,Flu season is coming! #FightFlu and protect yourself and your loved ones with a flu vaccine this season.  http://thndr.me/lNMA8z  pic.twitter.com/BIHgcduFiS
18,Are “One-Offs” becoming the new HAI du jour?  I think they may be worth understanding better and not written off: http://haicontroversies.blogspot.com/2017/09/are-one-offs-becoming-routine.html …
19,"With his pardon pen, POTUS reveals his own contempt for our Constitution, our courts, and our founding principles of equality and justice."
20,Didn't realize great again meant destroying everything and then relying on regression to the mean to bring us back to baseline
21,If black folks were carrying torches on a college campus right now the administration would've already called the National Guard.
22,We don’t want the Trump Administration to open up our country’s marine sanctuaries for offshore drilling. Retweet if you agree. pic.twitter.com/IF8Zvr4pCm
23,Real leaders don't hope for the worst & plan for healthcare to fall apart without lifting a finger. Appalling abrogration of responsibility.
0,"Hatred of immigrants is like religion. Everything right NOW is perfect. The US NOW is ""right"" - no need for more immigrants anymore; we're good. Humans NOW are perfect - god's image is current-day ""me"". With no appreciation for the arbitrary and relative nature of such thought. https://twitter.com/mindyfinn/status/1015232193067700224 …"
1,"Consider this: You wake up tomorrow and discover that most people believe in and ritualistically pray to various superheroes, and utilize this scriptural justification for political decisions. Would you be shocked? Confused? Would you fight it? @rickygervais @RichardDawkins https://twitter.com/SamHarrisOrg/status/1015256789288288258 …"
2,The great @gcshea has been introducing competitive eaters at Nathan’s Hot Dog Eating Contest for 20 years. This is his greatest work: pic.twitter.com/3XvSz0ywoE
3,"True patriotism is rooted in our shared ideals: a commitment to our democratic institutions, to truth, to tolerance of our differences, to equal political rights and equal opportunity, and making necessary sacrifices for these ideals we hold in common. http://www.newsweek.com/robert-reich-fourth-july-celebrate-patriotism-not-trump-1003847 …"
4,Props @joeyjaws
5,This is how real men shoot animals by Chris du Plessis pic.twitter.com/tjQJENBYdP
6,This patient had an AV canal defect with repair at a young age. Hint was that the His was very low but it is difficult to appreciate in this CXR with a very large RA. She is young and had been pacing her RV with a QRS of 180 ms for 2 decades.
7,This patient got a HBP today. Anyone want to guess what type of congenital heart disease is present? Does anyone else have experience with HBP and congenital HD? Would be a nice series. #DontDisTheHis pic.twitter.com/ofVpYlntex
8,Daughter thought a toilet paper bed might make her lightning bugs ‘wake up’. Not sure I can even deal right now. #ImWithHer pic.twitter.com/OA0JxkzWM7
9,After lead extraction #Candida pic.twitter.com/MQALMnOmox
10,60 F with systemic Sarcoid undergoes PET/CT for tumor localization in setting of breast CA. Next step? pic.twitter.com/bl0GHnI1Dy
11,Answer: 80 votes with 15% correctly choosing “sinus rhythm” but maybe not for the right reason? Notice the ECG is double gained. These are all P waves with CHB & no escape. Can only imagine that there is seizure activity at the end. Here is his paced ECG: pic.twitter.com/sKOAYVQHUi
12,What’s the rhythm?
13,What’s the rhythm? pic.twitter.com/3juOIIdX1P
14, pic.twitter.com/jxGnjkJ625
15,Answer: 112 votes w/ 48% correctly answering fasc VT w/ “rsR” V1 morphology. Capture beat on ECG proved VT. Pt only inducible for single & double VT beats. Good pacemap on fasc & early on deca draped over post fasc. Pacemap on Pap predictably “qRr” morphology. Empiric RF done.
16,What is the rhythm?
