,0
54,"Creating an urgent care telehealth service out of thin air takes tenacity, money and a willingness to make a lot of tough decisions, a UCHealth physician says.  http://bit.ly/2hTV6HT  pic.twitter.com/apWp4CYeKe"
55,@washingtonpost Some details from the @WashingtonPost on the @CVSHealth/@Aetna $69 billion deal http://wapo.st/2AlCyqS?tid=ss_tw-amp …
56,"Testing the next generation of medical education simulators based on AI technology...so much potential! #DigMedEvidence, #uchealth pic.twitter.com/youAGbWjHz"
57,Coming... a digital pain assessment tool #DigMedEvidence pic.twitter.com/oc9fgd7aBa
58,UCHealth in Colorado introduces virtual reality in outpatient infusion centers  https://www.beckershospitalreview.com/healthcare-information-technology/uchealth-in-colorado-introduces-virtual-reality-in-outpatient-infusion-centers.html …
59,Creation of the first digital medicine registry to aggregate clinical validation work #DigMedEvidence pic.twitter.com/0qgGjIWLSy
60,"""Is Clinical Virtual Reality Ready for Primetime?"" with @SkipRizzoVR @CUAnschutz 🙌🏻And if that wasn't enough, he was introduced by @WalterGreenleaf 😱 pic.twitter.com/4TfHW3xv8n"
61,"""If a black male student has at least one black teacher in the third, fourth, or fifth grade, he is significantly less likely to drop out of high school and more likely to aspire to attend a four-year college."" http://brook.gs/2zJG7XM "
62,I ❤️them 🇺🇸#HonorFlight pic.twitter.com/C7WpN7F6aS
63,"Had a tremendous time presenting the closing keynote at #xMed! ""Future Forward: #Innovation & Impact, At Scale""#LetsDoThis #HCLDR #pinksocks #UPMCinnovates pic.twitter.com/2gX3CWllXB"
64,"While our #MembersMoveMedicine, our AMA digital team shows support by finding new ways to share those stories (and by wearing #pinksocks!) pic.twitter.com/ePNOrzKIig"
65,It’s hard work building the Innovation hub in Denver @mikebiselli @JulieReisetter @UCHealthInnov pic.twitter.com/mm347MICYG
66,Kicking off the morning talking #Healthcare #Innovation with my rockstar friend @JulieReisetter have fun in #Boston pic.twitter.com/0hBuourRvI
67,@uchealth @DrJenniferWiler of @UCHealth/@UCHealthInnov on the main stage at #ACEP17 once again educating @EmergencyDocs on alternative payment models pic.twitter.com/npIYInYEgU
68,Podcast yesterday and pic today. Thanks to @DrJenniferWiler for recording with ACEP Frontline at #ACEP17 talking money in medicine(APMs). pic.twitter.com/UHagsGpvCn
69,@DrJenniferWiler boils down future of reimbursement alphabet soup! @EmergencyDocs #ACEP17 👌🏽🚑🏥💉😱 pic.twitter.com/FMXKtNbtMO
70,Powerhouse #ACA panel by @EmergencyDocs experts @StevenStackMD @DrJenniferWiler @arjunvenkatesh #ACEP17 pic.twitter.com/ICvhXMd9qH
71,Eye opening talk on the ACA and EM by @arjunvenkatesh @StevenStackMD @DrJenniferWiler #ACEP2017 pic.twitter.com/w1tCNHD559
72,"""There are seven days in the week and someday isn't one of them."" —Unknown#inspiration #HCLDR #pinksocks pic.twitter.com/AxicE7tahu"
73,"Getting ready for the crowd at tonight's ""Let's Talk: Conversations about Women's Health"" event @uchealth #VR #VirtualReality 👊🏻 pic.twitter.com/HvzSNIHzZd"
74,"Digital Health Interventions, and Big Data are among the things to keep an eye on for Digital Health in 2018. http://bit.ly/2xZJl8E "
75,"@PrimeHealthCO I'm going to the @primehealthco Challenge on 10/19 in #Denver to see $150,000 awarded! Join me:  https://ctt.ec/5q4eG+  #codigitalhealth"
76,Great day today at #chc2017 sharing our success @RxRevu and meeting with some of our great health system partners!
77,Improving care delivery is ripe for digital innovation — payment models should support. AmerMedAssn Alternative Payment Model Workshop pic.twitter.com/Cr05qgAuGx
78,.@daniel_kraft on the convergence between technology and health & medicine #Transformers  http://wapo.st/wplhealth  pic.twitter.com/CzqJLXH89S
79,“Bridges to Care” program reduces cost and improves patient-centered care. pic.twitter.com/cV3FtEhBpU
80,@UPMCnews .@RasuShrestha speaks on innovation centers in healthcare. #upmcenterprises @upmcnews #health2con pic.twitter.com/P0n34K3Vxk
