,0
95,"#CPSapproach aligns w/Trauma-Informed values of safety, trustworthiness, choice, collaboration & empowerment. @ThinkKids is proud to be partners w/the Child Trauma Academy as we, together, envision a better future for children. Learn more here;  http://childtrauma.org "
96,"How do we help a child who has a hard time expressing concerns? Use collaborative skills training to build lagging skills - employ educated guessing/hypothesis & teach communication skills verbally, or use visual supports for those who have a hard time articulating. #skillnotwill pic.twitter.com/WU5mtyPYF9"
97,"Ever notice that if you rearrange the letters in the word LISTEN - you also get the word SILENT? Listening closely to concerns is not only a calming tool, it also allows you to get important information needed to help solve the problem!  #PlanB #CollaborativeProblemSolving pic.twitter.com/O9cQsRxBlW"
98,"Our colleagues at the @MGHClayCenter provide helpful tips on how to talk to kids about tragic current events.... Empathy, listening to concerns, and discussing together helps. #thursdaythoughts https://www.mghclaycenter.org/hot-topics/another-shooting-another-opportunity-to-comfort-and-talk-with-our-kids/ …"
99,"None of us are here because we don't care. We're all here because we want to help. Dr. Ablon discusses the #goals of using the #CollaborativeProblemSolvingapproach at Tier 2 training w/parents, educators, residential, in-home care, & hospital staff. pic.twitter.com/aZuBjYxUJW"
100,"Helping adults build skills, confidence and relationships in children is the foundation of our #kidsdowelliftheycan philosophy. We #LoveTeaching the Collaborative Problem Solving approach and, creating that ever-so important shift in mindset. pic.twitter.com/cMtymol1vB"
101,"The more specific, the better! When it comes to problems to be solved i.e., unmet expectations, demands, triggers,, antecedents, etc.; being specific is good. #WednesdayWisdom #CPSapproach #planB"
102,We ❤️ the commitment to helping kids w/challenging behaviors from everyone  starting their Tier 2 training on #ValentinesDay! Appreciative of all the #love for #CollaborativeProblemSolving ❤️ #kidsdowelliftheycan pic.twitter.com/sRwffW5afU
103,"DYK #CollaborativeProblemSolving is one of only a few approaches that's demonstrated effectiveness in various settings, including residential care? @ThinkKids looks fwd to exhibiting & sharing  more at Assoc. of Children's Residential Centers next month:  http://togetherthevoice.org/annualmeeting/2018 …"
104,"CPS approach is TIC! #TuesdayThoughts from experts on #child #trauma: While empathy is crucial for individual growth, it is also crucial for the social well-being, economic strength, and health of a society. #SaludTues  http://bit.ly/2FUmqMG  https://twitter.com/BDPerry/status/960905472684544000 …"
105,"Problems are not stop signs, they are guideposts #ThinkSkillNotWillLooking fwd to talking about #mindsetshift in upcoming ThinkKids training; seats available for winter Tier 2! #CPSapproach -  https://thinkkids_wintertier2.eventbrite.com  pic.twitter.com/NknARd8utX"
106,"Next month, Think:Kids Director- Dr. Ablon, teaches the next steps in #CollaborativeProblemSolvingapproach! Register for Tier 2 training today:  https://thinkkids_wintertier2.eventbrite.com1"
107,"Parents do well if they can, too! Check out our newest listing of parent support groups. These groups are facilitated by members of our Think:Kids community who are certified in the #CollaborativeProblemSolvingapproach.  http://www.thinkkids.org/help/parentgroups/ …"
108,"We just love being collaborative! Today,@ThinkKids is excited for our collaboration in supporting local efforts to improve student success. #Kidsdowelliftheycan RT@avcollab :  https://twitter.com/avcollab/status/956176614366371840 … pic.twitter.com/fvhYsWYtvg"
109,"Draft copies have arrived! Dr. Ablon is putting the finishing touches on ""Change-able"" - a future resource for managing #behavior. Stay tuned for its release this coming spring... pic.twitter.com/9cMNdle07q"
110,#Fridayreads on child #trauma: New public health study shows that taking part in sport activities can be a protective factor for #kids who have been abused or neglected and potentially curb #mentalhealth conditions in adulthood. RT @BDPerry http://ow.ly/ASjp30hW468 
111,Challenging students lack the skill―not the will―to behave. @ThinkKids looks fwd to sharing the #CollaborativeProblemSolving approach w/K-12 professionals at the School Mental Health course co-sponsored by @harvardmed ​ http://ow.ly/M0nc30hZXYh  pic.twitter.com/sclhSNVpJp
112,Good reminder that kids do well if they can! #CollaborativeProblemSolvingapproach https://twitter.com/ThinkKids/status/887694199482712066 …
113,"Helping is not something you do to kids; rather, it's a process that adults and kids work through together... Thankful for all the parents, educators, clinicians and caregivers who trained for 3-days in #CollaborativeProblemSolving. Curious? Learn more:  http://www.thinkkids.org/train/trainings/ … pic.twitter.com/4otNrpILJ7"
114,“Current disciplinary practices don’t work well for the kids to whom they’re most often applied.” @ThinkKids
115,CPSapproach tip of the day: Don't get stuck on the word CONCERN. Asking 'what's going on? What's up with that?' - can also help you better understand the child's perspective or why the child is having a hard time.
116,"Watching real life video demos of the approach and learning tips for how to troubleshoot the process. Shout out to Think:Kids Certified Trainer - Ed Morales, LICSW for being with us at Winter Tier 1 training! #PDdays pic.twitter.com/PDyfJpWpZU"
117,"""If I had an hour to solve a problem, I'd spend 55 minutes thinking about the problem and 5 minutes thinking about solutions."" - Albert Einstein #Thursdaythoughts #CollaborativeProblemSolvingapproach"
118,#Thursdaythoughts using the Collaborative Problem Solving approach at Think:Kids #rethinkchallengingkids pic.twitter.com/xCotLvlqb7
119,"Where there's a skill, there's a way! Day two: getting ready for the learning ahead. This morning trainees explore how to identify skill deficits, and how to identify problems to be solved...  #CollaborativeProblemSolvingapproach pic.twitter.com/EVjNv6qb5n"
120,Flexibility is a critical skill but #DYK that challenging behavior is linked with deficits in this arena of neuro-cognitive development? Tier 1 trainees conclude day one by learning how to help identify what's getting in the way. #kidsdowelliftheycan #thinkskillnotwill
121,Dr. Ablon explains that defining the problem sets the stage for what the solutions are. #CollaborativeProblemSolving pic.twitter.com/VnabXsi8UC
122,"Commitment: the state or quality of being dedicated to a cause, activity, etc.. This snowy morning, we're glad to have a packed room of educators, parents, clinicians, and caring adults who are committed to helping challenging children.#PDdays #SkillnotWill pic.twitter.com/m0zj5b3uYu"
123,"Kids do well if they can! And if they can't, something is getting in the way... We look forward to sharing our philosophy w/Think:Kids Tier 1 trainees so that they too  learn to figure out what's getting in the way for the kids who need us the most. #CollaborativeProblemSolving"
124,"Our team recently volunteered w. Cradles to Crayons @c2cboston which provides homeless/low-income kids from newborn - 12yo w. material essentials. They get about 40,000 requests for help a year! They have a critical need for items; consider helping via:  https://www.amazon.com/registry/wishlist/TJMR8JUUS0US/ref=cm_sw_r_cp_ep_ws_ZmsBzb6XN6MGJ … pic.twitter.com/1HEStNijfC"
125,What would our schools/society look like if well-designed social & emotional learning programs were routinely incorporated for all kids? Some school districts are receiving support to help answer this. #ThinkSkillNotWill http://keranews.org/post/why-dallas-educators-are-learning-teach-kids-social-and-emotional-skills …
126,"Happy 2018! The new year ushers new opportunities to help, improve and learn more: https://thinkkids2018tier1.eventbrite.com "
127,Intro. of the #CPSapproach via the MGH Psychiatry Academy is a great 1st step in learning more! This web-based training also provides CEUs and is a pre-requiste to Tier 1 training. Register today:  http://ow.ly/MUFN30huvMl 
128,Happy holidays & all the best in the New Year from all                          of us here at Think:Kids pic.twitter.com/b9O14Vdm2t
129,"Our CPS approach is a powerful tool to help kids, and can be an important factor in improving challenging behaviors in a wide variety of settings.  #PDdays #Inspiration #KidsDoWellifTheyCan pic.twitter.com/G2hHQIUxM2"
130,"Kids aren’t perfect and we often expect much better behavior and more self-control/regulation from our children than what even we, as adults, are able to show. #ThinkSkillnotWill #CPSapproach pic.twitter.com/1lnmhGrkvX"
131,"Empathy is a kind of emotional imagery. In empathy, you form an image of your own emotional experience & map it on to those of another. Empathy helps us understand the child's point of view or what's challenging for them. #WednesdayWisdom #CPSapproach https://twitter.com/BaileySauve/status/945737189001973761 …"
132,"Seats are filling for #ThinkKids Tier 1 training. Register before the holidays to secure your spot next to other parents, educators, social workers, clinicians & staff from around the US! #CPSapproach#RethinkChallengingKids https://thinkkids2018tier1.eventbrite.com "
133,"The 'Problem Child' Is a CHILD, Not a Problem #WednesdayWisdom - Deciding to share power rather than impose it, requires a mind-set shift. Read how we push past conventional wisdom to reach our most challenging kids via @nytimes https://www.nytimes.com/2017/10/24/opinion/collaborative-problem-solving-children.html …"
