,0
40,"#Postmenopausal women are at increased risk for #LichenSclerosus-skin condition that causes itching, pain, and change in skin color.  Treatment greatly helps to improve symptoms and is important to prevent complications.  Talk to your #gynecologist! https://www.mayoclinic.org/diseases-conditions/lichen-sclerosus/symptoms-causes/syc-20374448 …"
41,"#VaginalHysterectomy is the most minimally invasive form of #hysterectomy.  Drs. Liu, @joyi1014 and @WassonMegan highlight 7 simple steps that can be followed to successfully complete this procedure. https://www.mdedge.com/obgmanagement/article/164823/surgery/basic-technique-vaginal-hysterectomy …"
42,"Of the women who are properly fit with a #Pessary at 2 weeks, 90% continue to use it at 1 year follow-up.  Failure to retain the pessary most common reason for discontinuation.  https://insights.ovid.com/pubmed?pmid=27275798 …"
43,Two thirds of women are successfully fitted for a #Pessary.  Use of pessary improved #VoidingDifficulty in ~2/3 of women having this symptoms.  https://insights.ovid.com/pubmed?pmid=27275798 …
44,Avoid bulking agents for patients who fail a #Sling.  https://www.ncbi.nlm.nih.gov/pubmed/24807335 
45,@DanBreitkopfMD How do women with #PelvicPain perceive their clinic experience? See new research from our team  https://www.tandfonline.com/doi/full/10.1080/0167482X.2018.1476486 … @danbreitkopfmd @jennanmiller @tatnai
46,AUGS/SUFU position statement regarding 60 minutes episode on  #Polypropylene #Mesh.  https://www.augs.org/assets/1/6/AUGS-SUFU_MUS_Position_Statement.pdf …
47,Here is #BostonScientific 's response to the 60 minute episode regarding #Polypropylene #Mesh. http://news.bostonscientific.com/60minutes 
48,@MayoGynecology @mayogynecology was proud to host Dr. Giancarlo Mari for the Watson MFM lectureship! Many thanks to the Watson family for their support. pic.twitter.com/SZuMLvWS4M
49,Be aware of recent 60 minute episode on #Polypropylene #Mesh. https://www.cbsnews.com/video/gynecological-mesh-the-medical-device-that-has-100000-women-suing/ …
50,Getting your zzzs is important! A new study of 10K expectant mothers also shows that napping may decrease the risk of having a #LowBirthWeight baby! #Pregnancy https://www.reuters.com/article/us-health-pregnancy-napping/naps-during-pregnancy-may-be-linked-with-healthier-birth-weight-idUSKCN1IG31W …
51,#Breastfeeding at least 2 months can cut the risk of #SIDS in half! Yet another great reason to support moms and babies in breastfeeding!   http://pediatrics.aappublications.org/content/140/5/e20171324 …
52,Congratulations to our 2018-2019 Education Science Career Development Recipients #ESCDA #EdScience #MedEd pic.twitter.com/JJaozxhFi0
53,Pregnant and can’t stop scratching? That “pregnancy itch” could be something more serious like #Cholestasis of #Pregnancy. Read more to find out the symptoms. https://www.mayoclinic.org/diseases-conditions/cholestasis-of-pregnancy/symptoms-causes/syc-20363257 …
54,"#Pregnant, non-pregnant, #Premenopausal, #Postmenopausal… No matter where you are in your adult life, sexual health matters! What does a healthy sex life look like to you?  https://rdcu.be/Oi7s "
55,"The six-week #Postpartum visit is not an “all-clear” after having a baby, but a stepping stone for life-long well-woman care. New ACOG committee opinion outlines an overhaul of postpartum care.   https://journals.lww.com/greenjournal/fulltext/2018/05000/ACOG_Committee_Opinion_No__736___Optimizing.42.aspx …"
56,"Long-acting reversible #Contraceptives have low rates of complications & high rates of satisfaction, efficacy, and continuation for adolescents who choose to use them to prevent pregnancy according to new ACOG committee opinion.  https://journals.lww.com/greenjournal/fulltext/2018/05000/ACOG_Committee_Opinion_No__735___Adolescents_and.41.aspx …"
57,"@MayoFibroids #UterineFibroids have a range of sizes, locations, and symptoms. #MayoFlorida  https://www.jmig.org/article/S1553-4650(18)30246-2/fulltext …   Evaluation and treatments should be individualized.  @mayofibroids  https://www.mayoclinic.org/diseases-conditions/uterine-fibroids/diagnosis-treatment/drc-20354294 … GS"
58,Gynecologic and non-gynecologic causes of #AbnormalUterineBleeding need to be considered prior to proceeding to surgery.  A multi-disciplinary approach is often required. #MayoFlorida.   https://www.ajog.org/article/S0002-9378(18)30297-7/fulltext … https://www.jmig.org/article/S1553-4650(18)30246-2/fulltext …
59,Dr. Tatnai Burnett explains diagnosis and treatment of endometriosis on Mayo Clinic Radio. #MIGS #MayoClinic https://www.youtube.com/watch?v=v-J-vQU7ARo …
60,#FecalIncontinence is the inability to control bowel movements causing stool to leak unexpectedly from the rectum.  The non-surgical vaginal balloon (Eclipse System) is now offered in #MayoFlorida.   https://www.mayoclinic.org/diseases-conditions/fecal-incontinence/diagnosis-treatment/drc-20351403 … pic.twitter.com/wYpPUEykXF
61,#MayoFlorida opens new simulation skills lab that will allow for increased access to #MIGS teaching. https://newsnetwork.mayoclinic.org/discussion/mayo-clinic-opens-new-simulation-skills-lab-to-help-staff-learn-perfect-clinical-procedures/?linkId=51168849 …
62,@MayoFibroids There was a 4% decrease in laparoscopic #Hysterectomy for #Fibroids after the FDA safety warning on power morcellators. @mayofibroids  https://journals.lww.com/greenjournal/Fulltext/2017/11000/Change_in_Surgical_Practice_for_Women_With.18.aspx …
63,Same day discharge after #Hysterectomy is increasing in prevalence.  What are predictors of overnight admission after minimally invasive hysterectomy? #MIGS https://www.jmig.org/article/S1553-4650(18)30248-6/fulltext …
64, http://Bedsider.org  is an excellent resource to compare/contrast different contraceptive options.  Check it out and find one that works well for you!  #PersonalizedBirthControl #Contraception https://www.bedsider.org/ 
65,"Nexplanon arm implant can be utilized for 3 years and is placed in the upper half of arm. It is very effective.  Lighter, irregular bleeding somewhat common.  #Nexplanon #ArmImplant #LARCs https://www.bedsider.org/methods/implant "
66,"Progesterone IUDs (Mirena, Kyleena, Skyla, Liletta) all work great for birth control with minimal side effects. Most women have lighter and less crampy periods.  #ProgesteroneIUD #MirenaIUD #IUD #LARCs https://www.bedsider.org/methods/iud "
67,"The Copper IUD (Paragard) does not have any hormones.  It can be used for 10 years.  Most women have natural, normal periods with it, but they periods can be more crampy and heavy.  #ParagardIUD #CopperIUD #NaturalBirthControl #NonhormonalContraception https://www.mayoclinic.org/tests-procedures/paragard/about/pac-20391270 …"
68,Each woman responds in their own unique way to different hormonal #BirthControls.  How someone you know has reacted to something does not mean you will too.  #IndividualizedMedicine #Choices pic.twitter.com/2LLSCbwVF6
69,The most effective reversible birth control options are the low maintenance IUDs and arm implant (Nexplanon). #LARCs #ReversibleContraception #IUD #Nexplanon #BirthControl pic.twitter.com/YgB3he8plq
70,Do you have a #BirthControl method you are happy with?  Let’s explore #Options this week. #contraception https://www.mayoclinic.org/healthy-lifestyle/birth-control/in-depth/birth-control-options/art-20045571 …
71,Free #HPVvaccine can eradicate #CervicalCancer. https://www.theguardian.com/society/2018/mar/04/australia-could-become-first-country-to-eradicate-cervical-cancer?CMP=share_btn_tw …
72,Clinical trial participation may overcome disparities in #OvarianCancer. https://www.youtube.com/watch?v=_rbWabjJ8nw&feature=youtu.be …
73,New drugs for recurrent  #EndometrialCancer.  Using #Hormones and mTOR inhibitors. https://www.medpagetoday.com/meetingcoverage/sgo/71982 …
74,@JulieLamppa What to do when your birth does not go as planned? See advice from our #Midwife @julielamppa https://www.self.com/story/ali-levine-unexpected-c-section …
75,"Surgery for #GynecologicCancer can lead to #Lymphedema.     https://www.medpagetoday.com/meetingcoverage/sgo/72069 …  For solutions, make an appointment @MayoClinic  https://www.mayoclinic.org/appointments "
76,Women do well without opioids after #GynecologicSurgery—restrictive opioids reduce #Opioids by 89% https://www.medpagetoday.com/meetingcoverage/sgo/72003 …
77,Run/walk/jog to support #OvarianCancer.  Unleash the She in Rochester MN in May 6.  Register NOW. https://raceroster.com/events/2018/13552/unleash-the-she-rochester-presented-by-mayo-clinic …
78,"Don’t miss out on a FREE course for #OvarianCancer patients and families taught by @MayoClinic providers.  May 5, 2018 at the Marriott Rochester http://events.r20.constantcontact.com/register/event?oeidk=a07ef6ux4lrf1dfb61d&llr=tqt7b6bab …"
79,Join @MNOvarianCancer for Unleash the SHE on May 6! Raise awareness for #OvarianCancer while staying healthy and having fun.  http://bit.ly/2qL7hai  #RochMN pic.twitter.com/aLavrrKUgr
80,"@MayoClinic @ACOG_AM We are so excited to be travelling to Austin, TX today for the @acog_am for over 10 presentations by @mayoclinic staff residents and students! Go three shields!!! #acog18 pic.twitter.com/tcxrtoirJk"
81,Does blastocyst transfer during #IVF affect #Birthweight? Check our @TheilerRegan research https://link.springer.com/article/10.1007%2Fs10815-018-1168-7 …
82,@MayoGynecology What Is New in Global Women's Health? Good summary in @greenjrnl by @mayogynecology alumnus @pramsey2012  https://journals.lww.com/greenjournal/Abstract/2018/01000/What_Is_New_in_Global_Women_s_Health___Part_1__.23.aspx …
83,"@acognews As the #FluSeason wanes the @CDCgov warns that a second wave of #Influenza may be on the horizon. The @CDCgov, @ACOGnews and @ACNMmidwives recommend #vaccination in #pregnancy due to severe #Morbidity and #Mortality. Read more here: http://time.com/5216990/influenza-b-flu-season-2018/ …"
84,A large European study recent showed that #antidepressants in #Pregnancy and #Lactation don't cause harm to the infant’s intellectual abilities later on - it's believed that #UntreatedDepression is a major harm to the neurobehavioral development in infants  https://www.infantrisk.com/content/new-study-suggests-antidepressants-used-during-pregnancy-pose-no-harm-infant%E2%80%99s-brain …
85,A study in the Journal of Diabetes Investigation showed that #Lactation significantly reduced the risk of type 2 #Diabetes among women who had previous #GestationalDiabetes. Read more here:  https://www.infantrisk.com/content/breastfeeding-may-reduce-risk-type-2-diabetes …
86,New UN guidance by @WHO and @UNICEF promotes #Breastfeeding in health facilities globally via the Ten Steps to Successful #Breastfeeding which underpin the #BabyFriendly Hospital Initiative. Read more here:  https://www.unicef.org/media/media_102787.html …
87,"He’s a Twins scorer and an obstetrician. And yes, the jobs can intersect. https://www.twincities.com/2018/04/13/hes-a-twins-scorer-and-an-obstetrician-and-yes-the-jobs-can-intersect …\"
88,Studies nationally have shown a jump in #Marijuana use in #Pregnancy and studies have shown it’s not without harm. Concerns continue to grow about exposure of the growing brain in utero to mind-altering substances. Read more here: https://www.npr.org/sections/health-shots/2018/01/29/580535951/is-smoking-pot-while-pregnant-safe-for-the-baby …
89,Absent menstrual cycles #Amenorrhea is a common problem in young women dealing with #Infertility.  @MayoClinic explains this complex medical condition here: https://www.mayoclinic.org/diseases-conditions/amenorrhea/symptoms-causes/syc-20369299 …
90,Polycystic ovary syndrome #PCOS is an extremely common condition in women that could lead to #Infertility.  Learn more from @MayoClinic: https://www.mayoclinic.org/diseases-conditions/pcos/symptoms-causes/syc-20353439 …
91,@DanBreitkopfMD Congratulations to  @danbreitkopfmd winner of the 2018 Mayo Clinic residency program director of the year! https://alumniassociation.mayo.edu/mayo-clinic-school-of-graduate-medical-education-announces-program-director-recognition-awards/ …
92,"National experts recently gathered in Dallas, TX to share their progress regarding #UterusTransplantation programs.  @MayoClinic was among one of these centers.  Read more: https://www.dallasnews.com/business/health-care/2018/03/06/dallas-remains-hub-nations-uterine-transplant-success-baylor-brings-experts-collaborate …"
93,#IntrauterineInsemination is the one of the most common #Infertility treatment modalities.  The @MayoClinic explains more at:  https://www.mayoclinic.org/tests-procedures/intrauterine-insemination/about/pac-20384722 …
94,Dr. Zaraq Khan an expert of #ReproductiveSurgery reviews outcomes from #AshermansSyndrome with national experts. Learn more at:  https://www.ncbi.nlm.nih.gov/pubmed/29024798 
95,@MayoClinic The new state of the art #Infertility center and #IVF unit at @Mayoclinic is now open.  Mayo Clinic continues to take pride in its excellent pregnancy rates and in taking care of complex infertility patients.
96,#Narcotics can cause constipation and nausea and vomiting after surgery.  Use them sparingly for #SeverePain.  Tylenol and Ibuprofen can help with less side effects.  Ask your doctor what medications are right for you.
97,"Did you use #Narcotics after your #Prolapse or #Incontinence surgery?  If so, how many?"
98,Are you having surgery for #UrinaryIncontinence or #PelvicOrganProlapse?  Is your surgeon a Board Certified in Female Pelvic Medicine and Reconstructive Surgery? #FPMRS
99,@StPaulSaints What do #Obstetrics and #Baseball have in common? Find out here  https://intheloop.mayoclinic.org/2018/04/05/obstetrician-by-day-major-league-baseball-scorer-by-night/ … @Twins @stpaulsaints pic.twitter.com/HJ46dP8F7z
100,"Are you having a #Hysterectomy?  Most women are candidates for #MinimallyInvasive hysterectomy, including a #VaginalHysterectomy."
101,Pelvic floor #PhysicalTherapy is a subspecialty of physical therapy that requires specialized training.  All 3 @MayoClinic locations have #PelvicFloor PTs.  They can also be found around the country.
102,"Pelvic floor muscle dysfunction is not rare.  It can include #Prolapse and #Incontinence, but also #PelvicPain.  Studies show pelvic floor myofascial pain in up to 30% of women."
103,Constipation can worsen your #Bladder and #Prolapse symptoms.  Fiber can help!
104,"#Endometriosis can cause #PelvicPain, #infertility, and scar tissue.  How do you know if you have this condition? https://www.mayoclinic.org/diseases-conditions/endometriosis/symptoms-causes/syc-20354656 …"
105,#PelvicPain could be a sign of an #infection within the pelvis.  When should you think about possible #PelvicInflammatoryDisease (#PID) https://www.mayoclinic.org/diseases-conditions/pelvic-inflammatory-disease/symptoms-causes/syc-20352594 …
106,"#Adenomyosis is a condition where the lining of the #uterus starts to grow into the muscle portion of the uterus.  While this can cause #PelvicPain, other symptoms can occur as well. https://www.mayoclinic.org/diseases-conditions/adenomyosis/symptoms-causes/syc-20369138 …"
107,"#PainfulBladderSyndrome (aka #InterstitialCystitis) can be a source of #PelvicPain.  Symptoms may look like a #UTI, but there is no infection present.  What other symptoms exist? https://www.mayoclinic.org/diseases-conditions/interstitial-cystitis/symptoms-causes/syc-20354357 …"
108,"#Vulvodynia is a condition that causes pain at the opening to the #vagina.  Women may experience burning, soreness, stinging, rawness, throbbing, itching, or pain with sex. https://www.mayoclinic.org/diseases-conditions/vulvodynia/symptoms-causes/syc-20353423 …"
109,"#Endometriosis or #fibroids can cause more severe camping during a woman's period (#dysmenorrhea).  If you are having severe pain with your menstrual cycle, talk to your #gynecologist. https://www.mayoclinic.org/diseases-conditions/menstrual-cramps/symptoms-causes/syc-20374938 …"
110,"#PelvicPain can arise from the #Reproductive, #Gastrointestinal, #Genitourinary, #Musculoskeletal, or #Neurologic systems.  Not everyone has the same source of pain. https://www.mayoclinic.org/symptoms/pelvic-pain/basics/causes/sym-20050898 …"
111,"Despite #OvarianPreservation, #Hysterectomy appears to increase risk of long-term disease.  This is particularly problematic for those having a hysterectomy prior to 35 years of age.  https://insights.ovid.com/crossref?an=00042192-900000000-97637 …."
112,"About 10% of women undergoing a mid-urethral #Sling experience a peri-procedural, within 30 days or within 5 years complication necessitating a return to the operating room.  http://www.nature.com/articles/s41598-017-11821-w.pdf …"
113,English population based study supports Scottish Study finding of decreasing number of #SUI incontinence procedures performed yearly.   http://www.nature.com/articles/s41598-017-11821-w.pdf …
114,"Despite #OvarianPreservation, #Hysterectomy appears to increase risk of long-term disease.  This is particularly problematic for those having a hysterectomy prior to 35 years of age.  https://insights.ovid.com/crossref?an=00042192-900000000-97637 …"
115,Systematic review supports improved outcomes for mid-urethral slings compared to #Burch urethropexy.  #RetropubicSlings have the highest cure rates but higher rates of bladder injury and voiding dysfunction.  https://www.sciencedirect.com/science/article/pii/S0302283817303342 …
116,"About 10% of women undergoing a #MidUrethral sling experience a peri-procedural, within 30 days or within 5 years complication necessitating a return to the operating room.  http://www.nature.com/articles/s41598-017-11821-w.pdf …"
117,A follow-up on yesterday’s discussion of the @PLOSONE article mapping integration of #Midwives across the #US. Check out @MayoClinic for a prime example of #Obstetric and #Midwifery collaboration: https://www.mayoclinic.org/departments-centers/obstetrics-gynecology/minnesota/overview/specialty-groups/obstetrics …
118,"Welcome to our newly matched residents! Danielle Francen from University of MN Medical School, Charlie Rose from Mayo Clinic SOM, Amanda Stacer from Wayne State SOM, Aneesa Thannickal from SUNY-Upstate Medical University and Riley Young from Chicago Medical School #Match2018"
119,"An analysis of 12 studies published in the @BJSM_BMJ found #PregnantWomen can safely do #HighIntensity aerobic exercise, aqua-aerobic exercise, hot baths and hot/dry saunas within specific time, temperature and humidity parameters. Read more here: http://bjsm.bmj.com/content/early/2018/01/24/bjsports-2017-097914 …"
120,@GopherBaseball @MLB @Twins Check out this interview of our Dr. Kyle Traynor #Obstetrician and @twins official scorer! @mlb @gopherbaseball https://youtu.be/4Fa48z_0Qf0 
121,"Advances in #FetalSurgery at @MayoClinic have made strides in repairing congenital diaphragmatic hernia, or #CDH, #nutero. Read more about Xavier here: https://sharing.mayoclinic.org/2018/02/20/fetal-surgery-sets-the-stage-for-a-healthy-birth/ …"
122,A recent study published in the @AmJNurs showed ad lib oral intake during #Labor does not increase adverse #Maternal or #Neonatal outcomes. Read more here: https://journals.lww.com/ajnonline/Fulltext/2018/03000/CE___Original_Research_An_Investigation_into_the.21.aspx …
123,Dr. Gebhart providing inspiration during his presidential address at #SGS2018 pic.twitter.com/DpKCHiNyaH
124,"A recent study published in #ClinicalEndocrinology found that #TSH levels between 2.5-5 mIU/L in the first trimester were associated with #Perinatalloss, #Miscarriage and #Pretermbirth. Read more here:  https://www.healio.com/endocrinology/thyroid/news/in-the-journals/%7bb8db011e-7373-4cfd-ad5d-537782cf2898%7d/first-trimester-thyroid-hormone-levels-linked-to-adverse-neonatal-outcomes …"
125,First session of #SGS2018 is over and showcased beautiful @MayoClinic vaginal #hysterectomy videos from both #Rochester and #MayoClinicAZ
126,"#SGS2018 general session has started with @MayoClinic being represented by Drs. Cornella, Gebhart, and Magrina pic.twitter.com/vz487jWdTG"
127,@GynSurgery #SGS2018 has started. @MayoClinic #urogynecologist Dr. John Gebhart has served as @gynsurgery President for the last year-Looking forward to his Presidential Address and @MayoClinic #research presentations pic.twitter.com/gjDzEdMkzi
128,Exciting to see so many Mayo Clinic faculty and trainees presenting and teaching at the Society of Gynecologic Surgeons Annual Scientific Meeting.  http://www.sgsonline.org/annual-meeting-orlando-fl-march-11-14-2018 … #MayoFlorida #MayoRochester #MayoArizona #MIGS
129,Is progesterone therapy an effective treatment for #EndometrialCancer?  Answer from #OBGproject https://www.obgproject.com/2018/02/09/progesterone-therapy-effective-treatment-endometrial-cancer/ …
130,ACOG advisory on #HormonalContraception and risk of #BreastCancer. Shared decision making is essential.  https://www.acog.org/Clinical-Guidance-and-Publications/Practice-Advisories/Practice-Advisory-Hormonal-Contraception-and-Risk-of-Breast-Cancer …
131,More support of the ERAS pathway for cutting #OpioidUse. https://www.mdedge.com/acssurgerynews/article/158109/pain/eras-pathway-can-cut-postdischarge-opioid-use …
132,Expert #Endometriosis surgeon @tatnai  reviews key warning signs for women with the disease  http://www.postbulletin.com/life/health/painful-period-it-could-be-endometriosis/article_1b363f46-1e30-11e8-8d63-d77d8d73165c.html … @PB_News
133,"Are you eligible for our #Fibroids and #Bleeding clinical trial? Find out here:  http://clinicaltrials.gov  , NCT 03317795 or mayofibroids@mayo.edu"
134,Interested in validating OB/GYN simulation models or assessments? Learn the process here.  http://www.jmig.org/article/S1553-4650(18)30115-8/fulltext … #MayoFlorida #MIGS
135,#ABOG recently announced Fundamentals of #LaparoscopicSurgery would be required in the future. What does the evidence say about the validity of FLS as an assessment tool?  @MayoClinic Education Research https://www.ncbi.nlm.nih.gov/pubmed/?term=Cook+d+fundamentals+of+laparoscopic+surgery …
136,Anesthesia @MayoClinic show no differences in pulmonary complications despite need for higher peak pulmonary pressures for #RoboticHysterectomy.   http://ovidsp.tx.ovid.com/sp-3.28.0a/ovidweb.cgi?QS2=434f4e1a73d37e8ca1c9520791f8910a6c24154fb87a66b2230ec897fec768dcbed73a2b3c2df828d6e4b741f46caa0ec56bb04cda79329701b27b3585ba5d4a90c3104c18531e798da2bbaec2455453d7cfb1e08a485b14eea7b319f497b9c79466d644f76bd721bd9c2e2f3a90e3de7e502ee75a3fdd39a74ac848f4f40b3978327ef00a271066cdf6dba4639fcb3de00c966b4d83886e455b5b6ff3e6ba10aee88debaff350e679ff8cce915c95efc142fa547a0f0bf9cfc1b6d83dea8443431b74f0526c7d34176e3fcd9542265fa41948540203accd34872194a15817e1fe1ae5b00e4d860e634ffe8b413f224f66291b633b09dd43c3707a8456c51934dab9bf945d70913970ead6b23decd9fec72199a35495cbda10304e730b2e33e44f45d197f5c49a313df1c3f14b9ab5674cefad42a1b83304426c4888f4f3c6e0851ce9d141e25bf12e89fbfe5f039dd8f51221428abe63c3259b1420f7b032702da31fe3e8b7b4e976f1c8376ad1cbbf33431fcee06c29c8f22f9fd805bc5d067da7f9e2c2528c8b79467f91a5eda8b3 …
137,New data supports used of Hyperthermic Intraperitoneal #Chemotherapy in #OvarianCancer | NEJM http://www.nejm.org/doi/full/10.1056/NEJMoa1708618#.WpBwpYcSRJU.twitter …
