,0
29,"Congratulations Jan Heaton, RN (right) - #Nursing Rising Star Award Winner @BarnesJewishWst #NursesWeek pic.twitter.com/mPvGbE7ATE"
30,"Congratulations Denise Johnson, RN - #Excellence in #Nursing Award Winner @BarnesJewishWst #NursesWeek pic.twitter.com/Sj3kBlt4xv"
31,"Join @BarnesJewishWst and @SitemanCenter on Facebook Live tomorrow - Thursday, May 10 at 9:30 a.m. CST. Skin Cancer Q&A with Drs. Eva Hurst and Ryan Fields. #SkinCancer  https://bddy.me/2ws94HD  pic.twitter.com/goFzz2d8gL"
32,"Thank you @RossElementary! Trish Lollo, @BarnesJewishWst president, read to 2nd graders today and passed out books donated by BJC employees and the community as part of @BJC_HealthCare's Book Brigade program - supporting children entering 3rd grade @ParkwaySchools #SummerReading pic.twitter.com/Qt2rmFUbz8"
33,Congratulations Oliver Manigo — @BarnesJewishWst Employee of Distinction Award recipient. https://bddy.me/2w5niO8  pic.twitter.com/BO1mCEA6ZR
34,"May is #asthma and #allergy awareness month. Asthma is a chronic lifelong disease affecting the lungs. Asthma cannot be cured, but asthma sufferers can take steps to manage their asthma with Five Tips from The Clinical Research Center at @BarnesJewishWst https://bddy.me/2Ia8tyW  pic.twitter.com/1xYWhStfK4"
35,"May is #SkinCancer Awareness Month. Visit @SitemanCenter @BarnesJewishWst on May 19 for a free Skin #CancerScreening. Participants will be examined by @WUSTLmed dermatologists, including Dr. M. Laurin Council. Learn more:   https://bddy.me/2rcwmMx  pic.twitter.com/RSdOhQyKlO"
36,"Perfect timing! Before summer starts, get your skin checked at our Free #SkinCancer #Screening Event. Visit @SitemanCenter @BarnesJewishWst on May 19. Screenings by @WUSTLmed dermatologists, including Dr. M. Laurin Council. Learn more:   https://bddy.me/2vD5hGI  pic.twitter.com/vlF6AiBOaT"
37,"Congratulations to Michelle Reitz, neurosurgery nurse @WUSTL, a @stlmag Excellence in Nursing Award winner for 2018. Congrats to all nurse winners from @WUSTL, and our partner hospitals @STLChildrens, @MissouriBaptist and @BarnesJewish  https://bit.ly/2qXS6vB  pic.twitter.com/lECcltV7Nt"
38,"Trish Lollo, finished strong last night at @BarnesJewishWst visiting evening shift team members along the way during the last hours of the @AmericanCancer CEO Fitness Challenge. #Fit2BeCancer @BJC_HealthCare @SitemanCenter Steps:  http://cancer.org/ceochallenge  pic.twitter.com/H0Ndb50Gut"
39,"Trish Lollo, @BarnesJewishWst president, continues to add an impressive number of steps to her Fitbit during the @AmericanCancer national CEO fitness challenge #Fit2BeCancerFree @SitemanCenter @BJC_HealthCare Track her progress at  http://cancer.org/ceochallenge  pic.twitter.com/yVXpr1FnLS"
40,"Afternoon Steps - CEO Fitness Challenge: @BarnesJewishWst president Trish Lollo covered our campus during mid-day, racking up the steps supporting @AmericanCancer #Fit2BeCancerFree CEO fitness challenge. @BJC_HealthCare  http://cancer.org/ceochallenge  pic.twitter.com/KVt1usmW8q"
41,Tina Ducharme and colleagues @BarnesJewishWst took a walking break today - supporting the fight against #cancer and Trish Lollo's participation in the @AmericanCancer #Fit2BeCancerFree virtual step-tracking fitness challenge. @SitemanCenter @BJC_HealthCare  http://cancer.org/ceochallenge  pic.twitter.com/EScaFjfH9g
42,Supporting @AmericanCancer #Fit2BeCancerFree CEO fitness challenge - @BarnesJewishWst president Trish Lollo encouraged the team to wear tennis shoes today. We are all taking steps to be more active and make an impact in the fight against cancer. @BJC_HealthCare @SitemanCenter pic.twitter.com/hgsOjD63W3
43,"Trish Lollo, @BarnesJewishWst president, walks with Markeisha Merrill and Pamela Blair. Today, Trish is involved in the @AmericanCancer #Fit2BeCancerFree national CEO fitness challenge #CEOsAgainstCancer @BJC_HealthCare Track Trish's progress on:  http://cancer.org/ceochallenge  pic.twitter.com/aVqoKrB5HR"
44,@BarnesJewishWst president Trish Lollo started @AmericanCancer #Fit2BeCancerFree national CEO fitness challenge in support of #CEOsAgainstCancer - encouraging a healthier and more active workplace. Track her progress today at  http://cancer.org/ceochallenge  pic.twitter.com/p1LRk8dgLl
45,"Follow us on Twitter tomorrow, April 18, and see @BarnesJewishWst president Trish Lollo take part in @AmericanCancer’s #Fit2BeCancerFree CEO challenge. You can see the leaderboard at  http://cancer.org/ceochallenge  #CEOsAgainstCancer @BJC_HealthCare pic.twitter.com/641tbTxdQF"
46,Join @BarnesJewishWst on May 19 @SitemanCenter for a free #SkinCancer Screening. Attendees will be examined by @WUSTLmed dermatologists. Learn more:   https://bddy.me/2qzIEy8  pic.twitter.com/rgKQ2OkhvJ
47,"If you’re curious about #construction of the exterior of the new @BarnesJewishWst replacement hospital, watch @BJC_HealthCare project manager Mike Hayes explain the process and the purpose of what is visible today. @ParicCorp @christnerinc https://youtu.be/vhZVi83co0s "
48,New #aerial views of @BarnesJewishWst replacement hospital construction—plus get a peak inside and up close.  https://bddy.me/2qoWEdT  @BJC_HealthCare @ParicCorp @christnerinc pic.twitter.com/FOfoh5e41A
49,"Skin care products and ingredients, are many too good to be true? Skin care experts, including Dr. John Chi, @WUSTLmed facial plastic surgeon @BarnesJewishWst is featured in @townandstyle magazine's latest issue.  https://bddy.me/2GYmT4A  pic.twitter.com/bA02PmsPVI"
50,Feel sick and tired? It could be your sleep. Pearls of Wisdom Keynote speaker Dr. Oscar Schwartz explores the health benefits of a good night's sleep and tips to help you sleep better today! Learn more at  https://bddy.me/2GRvFRT  @bjcmedgroup @MissouriBaptist @BarnesJewishWst pic.twitter.com/gqD4Rk28K3
51,"Congratulations Professional Development Program Recipients @BarnesJewishWst  Pictured L-R: Joy Booth, BSN, RN; Ann Bearden, MSN, RN; and Jenny Rehrig, BSN, RN. Not pictured: Glen Weindel, BSN, RN, and Tameeka Moses, surgical technologist.  https://bddy.me/2uIlQki  pic.twitter.com/6APyYoZfWG"
52,Get your health back on track —  proven #weightloss options @BarnesJewishWst. @WUSTLmed physicians. Click to find out more  https://bddy.me/2pY1SNH  pic.twitter.com/Mqoy0LYiI5
53,Happy #DoctorsDay — thank you to our @WUSTLmed @WashUSurgery @bjcmgphysicians and private practice physicians @BarnesJewishWst @BJC_HealthCare https://bddy.me/2E7s0ts  pic.twitter.com/SX9i7Gasp6
54,The #SportsTherapy and Rehabilitation Center (STAR) @BarnesJewishWst provides personalized #PhysicalTherapy treatments that can help restore your quality of life. Click to find out more:   https://bddy.me/2IeaKp6  pic.twitter.com/7Xpsy7yoWC
55,Living with debilitating #JointPain? So was patient Randy Lierman before his total #KneeReplacement surgery. Click to learn more about how the @WUSTLortho Total Joint Program @BarnesJewishWst can give you a new lease on life.  https://bddy.me/2pLaG9t  pic.twitter.com/6npvp2XWyW
56,"What a difference a year makes! It only takes one-minute to watch the time-lapse construction video of the new @BarnesJewishWst replacement hospital, set to open in 2019. https://youtu.be/Wmlz_4Bo258 "
57,"@BarnesJewishWst celebrated the ""topping out"" of structural #steel on the new replacement #hospital and #medical office building. Watch this short video of the event. @Ironworkers396 @christnerinc @ParicCorp @BJC_HealthCare #NewBarnesJewishWst pic.twitter.com/rAtZSONZm9"
58,We celebrated a #construction milestone @BarnesJewishWst. The final #steel beam was placed on the replacement #hospital and adjoining #medical office building—opening next year.  http://bddy.me/2p5Zynl  pic.twitter.com/yinHwXpnVL
59,"Oliver Manigo, patient access representative @BarnesJewishWst featured in @StLouisAmerican #HealthyKids Newspaper in Education March 1.  Click here to read more about Oliver's healthcare career choice:  http://bddy.me/2FrqGXn  pic.twitter.com/mfIgFqYOdC"
60,"On March 11, we spring forward for #DaylightSavingTime, but lose an hour of sleep. Read this to identify whether you suffer from #SleepDisorder symptoms, plus get helpful tips from the @BarnesJewishWst Sleep Center for a restful night of sleep.  http://bddy.me/2FmbVVJ  pic.twitter.com/ouuiESOej0"
61,"Members of the @BarnesJewishWst senior leadership sign the final #steel beam for the new hospital. Watch it being raised LIVE TODAY on Facebook-March 1, starting at 2:15 p.m. Go to Facebook and like us to watch:  https://www.facebook.com/BarnesJewishWestCountyHospital … pic.twitter.com/z3QNNiwQSd"
62,"@BarnesJewishWst senior leadership team members sign the final #steel beam for the new replacement hospital. Watch it being raised LIVE on Facebook TODAY—March 1, starting at 2:15 p.m. Go to Facebook and like us to watch:  https://www.facebook.com/BarnesJewishWestCountyHospital … pic.twitter.com/PzhbQV901W"
63,"Ellen Huntington, radiation oncology manager @BarnesJewishWst signs the final #steel beam for the new replacement hospital. Watch it being raised LIVE on Facebook TODAY—March 1, starting at 2:15 p.m. Go to Facebook and like us to watch:  https://www.facebook.com/BarnesJewishWestCountyHospital … pic.twitter.com/lmd864ThHa"
64,"@BarnesJewishWst team members from Communications & Marketing, and BJC IT sign the final #steel beam for the new replacement hospital. Watch it being raised LIVE on Facebook TODAY—March 1, starting at 2:15 p.m. Go to Facebook and like us to watch:  https://www.facebook.com/BarnesJewishWestCountyHospital … pic.twitter.com/88hpNIjwmA"
65,"Members of BJC Design and Construction team at @BarnesJewishWst sign the final #steel beam for the new replacement hospital. Watch it being raised LIVE on Facebook tomorrow—March 1, starting at 2:15 p.m. Go to Facebook and like us to watch:  https://www.facebook.com/BarnesJewishWestCountyHospital … pic.twitter.com/TBhk6bi7JN"
66,"Members of the Care Coordination team at @BarnesJewishWst sign the final #steel beam for the new replacement hospital. Watch it being raised LIVE on Facebook tomorrow—March 1, starting at 2:15 p.m. Go to Facebook and like us to watch:  https://www.facebook.com/BarnesJewishWestCountyHospital … pic.twitter.com/KT5TPlVIht"
67,"Members of the surgical team at @BarnesJewishWst sign the final #steel beam for the new replacement hospital. Watch it being raised LIVE on Facebook tomorrow—March 1, starting at 2:15 p.m. Go to Facebook and like us to watch:  https://www.facebook.com/BarnesJewishWestCountyHospital … pic.twitter.com/3kcGgrXT8j"
68,"Cathy Carroll has left her mark @BarnesJewishWst for 43 years, working here since it was Faith Hospital. Employees signed the final #steel beam—Watch it being raised LIVE on Facebook—March 1, starting at 2:15 p.m. Go to Facebook and like us to watch:  http://bddy.me/2F8O9fN  pic.twitter.com/6M8bumVdwc"
69,Keep Your Resolution —  proven #weightloss options @BarnesJewishWst with @WUSTLmed physicians. Click to find out more  http://bddy.me/2BRHXXv  pic.twitter.com/c04wT90WJO
70,"#Construction is reaching a milestone-completion of structural #steel or #toppingout @BarnesJewishWst #Ironworkers Watch the #FacebookLIVE broadcast of the celebration on Thurs., March 1, 2:15 p.m. Go to our Facebook page and like our page to watch:  https://www.facebook.com/BarnesJewishWestCountyHospital … pic.twitter.com/hiqrezKPPU"
71,Plastic Surgery that emphasizes subtle changes to preserve a patient’s unique facial characteristics. @BarnesJewishWst and @WUSTLmed facial plastic surgeons Drs. John Chi and Gregory Branham help patients achieve natural results. Featured in @townandstyle http://bddy.me/2Bnx2o9  pic.twitter.com/zl8JgxGEbX
72,Living with debilitating #JointPain? So was patient Randy Lierman before his total #KneeReplacement surgery. Click to learn more about how the @WUSTLortho Total Joint Program @BarnesJewishWst can give you a new lease on life.  http://bddy.me/2BQhaeZ  pic.twitter.com/otzjbtgDCs
73,The #SportsTherapy and Rehabilitation Center (STAR) @BarnesJewishWst provides personalized #PhysicalTherapy treatments that can help restore your quality of life. Click to find out more:   http://bddy.me/2BIpGbs  pic.twitter.com/j7htEnNO5y
74,You can Lose More #Weight than #diet or exercise alone: #WUSTLmed#Nonsurgical #WeightLoss Program @BarnesJewisWst http://bddy.me/2nlhbid  pic.twitter.com/L4p1I9p1zB
75,Before & After: Life-changing surgery #bariatric #weightloss @BarnesJewishWst @WUSTLsurgery Dr. Christopher Eagon  http://bddy.me/2BqQgW6  pic.twitter.com/cufuPxi1Oc
76,Keep Your Resolution —  proven #weightloss options @BarnesJewishWst. @WUSTLmed physicians. Click to find out more  http://bddy.me/2n3Rpi8  pic.twitter.com/4NsL0TlS8e
77,"@BarnesJewishWst Rev. Dr. Martin Luther King, Jr. Celebration included wonderful speaker Amy Hunter, manager of diversity and inclusion for St. Louis Children’s Hospital. Thank you so much for being here, Amy! pic.twitter.com/mB7O9BXut2"
78,More - behind the scenes photos of the @BarnesJewishWst replacement #hospital #construction @CreveCoeurMO @BJC_HealthCare See more images at  http://bddy.me/2qQHCAh  pic.twitter.com/71tiIvo2FZ
79,Behind the scenes of the @BarnesJewishWst replacement #hospital #construction Exterior and interior images from Dec. 2017 and Jan. 2018. @CreveCoeurMO @BJC_HealthCare See more images at  http://bddy.me/2qNi1Z7  pic.twitter.com/wD5KK1SA0W
80,"Aerial view of @BarnesJewishWst replacement #hospital #construction. Existing hospital, which will remain open during construction, is at the lower right of the image @CreveCoeurMO @BJC_HealthCare  See more images at  https://www.bjc.org/Construction/BJWCH … pic.twitter.com/4q95bTvvcF"
81,@BarnesJewishWst 2017 holiday card was designed by Yvonne Sledge. She was both a patient at the West County location of the @SitemanCenter and a former @BJC_HealthCare employee. She also knows the healing properties of art. http://bddy.me/2kROc3n  pic.twitter.com/h0fIkPFcNI
82,"@BarnesJewishWst choose @STLCrisisKids as our #HolidayGiving recipient. Employees purchased 297 different kinds of items including 1,048 baby wipes, 622 diapers, clothing, toys, books and art supplies. The Hospital also donated two twin size mattresses. pic.twitter.com/TgeAaM91WK"
83,"Chastity Johnson, polysomnographic technologist @BarnesJewishWst featured in @StLouisAmerican #HealthyKids Newspaper in Education Dec. 7-13.  Click link to read the article:  http://bddy.me/2Bj53X0  pic.twitter.com/9OS4GDH6bq"
84,Congrats to our Professional Nurse Develop Program Recipients: (L-R) Ashley Essmyer; Jan Jerome Hoffman; Lana Shapiro; Vicky Grillo; Michelle Wheeler; and Donna Shelmire. Not shown: Karen Bradshaw; Alyson Dykes; Valerie Jeter; Mary Wack; Mary Pat Sheahan.  http://bddy.me/2iTjIRz  pic.twitter.com/PasAWx4dr1
85,"Exciting aerial photographs of the replacement hospital construction site, taken Nov. 23. @BarnesJewishWst will remain open until construction of the replacement hospital is complete in 2019. See more at:  http://bddy.me/2isSQb5  pic.twitter.com/mJy1Ul7A8t"
86,Detecting Lung Cancer Early for Those at Highest Risk: #LungCancer Screening Program @SitemanCenter @BarnesJewishWst http://bddy.me/2imjZwe  pic.twitter.com/Y7ExdV6qcY
87,Have a healthy and happy #Thanksgiving from @BarnesJewishWst http://bddy.me/2mU0g8t  pic.twitter.com/j9JhEGjRh9
88,"Employees had the opportunity to learn about replacement hospital and medical office building interior finishes, including flooring, furniture finishes, wall covering, signage and more. http://bit.ly/2zqYwtf  pic.twitter.com/bqrrFqSW36"
89,#AspirationTherapy can eliminate food & calories from the stomach before digestion. FDA-approved #weightloss therapy—developed by researchers at @WUSTLmed School of Medicine in St. Louis—is available at @BarnesJewishWst http://bddy.me/2zmVh63  pic.twitter.com/l6iJoh2Ono
90,"@pedalthecause Wow! Thankful for @PedalTheCause ! And the support from everyone @BarnesJewishWst was incredible: our Rowdy Riders team, the Volunteers, everyone who donated, bought a raffle ticket, supported our fight for a cancer cure ... way to go! #SitemanCenter #STLChildrens #PTC2017 https://twitter.com/SitemanCenter/status/931379359226781701 …"
91,Over 65 lbs Lost — Without surgery. #WUSTLmed #Nonsurgical #WeightLoss Program @BarnesJewisWst. Find out how Andrea did it:  http://bddy.me/2zjJky6  pic.twitter.com/mxVtdYd3Nt
92,"Not a diet, not surgery: proven nonsurgical #weightloss options @BarnesJewishWst You can do this - find out how:  http://bddy.me/2mzUJUx  pic.twitter.com/DZTFMyipUS"
93,"#Nonsurgical Weight Loss Procedures @BarnesJewishWst - latest, most advanced treatment options for #weightloss. Nationally recognized, exceptional outcomes & comprehensive care. #Aspiration Therapy, #EndoscopicSleeve, and #IntragastricBalloon http://bddy.me/2mxE6c2  pic.twitter.com/pyzXauEKpD"
94,Saturday #MRI and #CT scans @BarnesJewishWst Imaging in #CreveCoeur Call 314.996.8080 to schedule or click here:  http://bddy.me/2z7qJW1  pic.twitter.com/EXy2r4oeGQ
95,Relief from Chronic #JointPain with nonsurgical option from @WUSTLmed Dr. Guarino @BarnesJewishWst Pain Mgmt Center http://bddy.me/2mu4naX  pic.twitter.com/afrSqtNIo3
96,#AspirationTherapy breaking #WeightLoss Frustration Cycle for #CapeGirardeau resident @BarnesJewishWst @WUSTLmed http://bddy.me/2yZJ9HR  pic.twitter.com/56EBu5Iyvc
97,Health Insurance Marketplace enrollment is open. Schedule an appointment with a certified counselor: 855-747-4994 http://bit.ly/2lFkqCp  pic.twitter.com/4Fbm95x9Ck
98,"Have a #virus (cold, #flu)? You can feel better without #antibiotics. Ask your #healthcare professional about the best way to feel better while your body fights off the virus.  http://bddy.me/2mjyTEu  #BeAntibioticsAware pic.twitter.com/tPctz5zrvn"
99,@BarnesJewishWst medical imaging technologist Meaghan Frank is grateful for the care from her @BJC_HealthCare family — her mission is to raise awareness of #PediatricStroke #STLChildrens #MissouriBaptist http://bddy.me/2yLAeKl  pic.twitter.com/tQG9g7AhWo
100,Concrete finishing machine moves across the poured floor of New @BarnesJewishWst opening 2019. #NewBarnesJewishWst  http://bddy.me/2m66u4R  pic.twitter.com/i1GBFmn6ZL
101,#Construction workers spread concrete for the main floor of New @BarnesJewishWst opening 2019. #NewBarnesJewishWst  http://bddy.me/2m8VBzk  pic.twitter.com/KmMfOkTbKo
102,"Nov. 6, 2017 – Mixer trucks deliver concrete to @BarnesJewishWst #construction site. #NewBarnesJewishWst opens 2019   http://bddy.me/2yJarCw  pic.twitter.com/2jzmHLbL25"
103,"#Congratulations @BarnesJewishWst senior clinical program manager Laura Stollard, 2017 Leader of the Year. pic.twitter.com/bW4oXhMN7W"
104,"#Congratulations @BarnesJewishWst laboratory employee Tim Wilhite, 2017 Employee of the Year. Employees were honored at a banquet, Nov. 3 pic.twitter.com/6FaWw9rGU2"
105,"#Congratulations @BarnesJewishWst employee Brenda Halaska, Greatest Catch #Award Winner for 2017. pic.twitter.com/nLXnOEC0qv"
106,Before & After: Life-changing surgery #bariatric #weightloss @BarnesJewishWst @WUSTLsurgery Dr. Christopher Eagon  http://bddy.me/2m1f4BB  pic.twitter.com/SH03u3GdL8
107,Detecting Lung Cancer Early for Those at Highest Risk: #LungCancer Screening Program @SitemanCenter @BarnesJewishWst http://bddy.me/2lTawxj  pic.twitter.com/GccGliI506
108,Free Screening for head & neck cancer—THIS SATURDAY—Nov 4 @SitemanCenter in South County #Head_NeckCancer  http://bddy.me/2lIkfX2  pic.twitter.com/ycGMaD5gw0
109,Free Screening for head & neck cancer—THIS SATURDAY—Nov 4 @SitemanCenter in South County #Head_NeckCancer  http://bddy.me/2yl7bwS  pic.twitter.com/CUk1RI24Bl
110,@BarnesJewishWst Essie Barker—featured in @StLouisAmerican #HealthyKids Newspaper in Education  http://bddy.me/2yfUhjw  via @stlouisamerican pic.twitter.com/BBqNfgLc7o
111,At risk for head & neck cancer? Free screening @SitemanCenter in South County on Nov. 4   http://bddy.me/2ydVA2G  pic.twitter.com/JAvtQtvWul
112,Detecting Lung Cancer Early for Those at Highest Risk: #LungCancer Screening Program @SitemanCenter @BarnesJewishWst http://bddy.me/2y9jtIq  pic.twitter.com/uSBSoYXbUs
113,Protect yourself & join @BarnesJewishWst & @SitemanCenter Oct. 28 & Nov. 4 for a free #Head_NeckCancer screening  http://bddy.me/2litUU3  pic.twitter.com/GOk957GYdc
114,Before & After: Life-changing surgery #bariatric #weightloss @BarnesJewishWst @WUSTLsurgery Dr. Christopher Eagon  http://bddy.me/2y5cAbm  pic.twitter.com/N9regfkHca
115,Protect yourself & join @BarnesJewishWst & @SitemanCenter Oct. 28 & Nov. 4 for a free #Head_NeckCancer screening  http://bddy.me/2yIego6  pic.twitter.com/OIk6RA9qqm
116,Protect yourself & join @BarnesJewishWst & @SitemanCenter Oct. 28 & Nov. 4 for a free #Head_NeckCancer screening  http://bddy.me/2gQGNjC  pic.twitter.com/XrFWKVIOuZ
117,Protect yourself & join @BarnesJewishWst & @SitemanCenter Oct. 28 & Nov. 4 for a free #Head_NeckCancer screening  http://bddy.me/2ihQCKY  pic.twitter.com/6Y9rkV0V5A
118,Detecting Lung Cancer Early for Those at Highest Risk: #LungCancer Screening Program @SitemanCenter @BarnesJewishWst http://bddy.me/2gJWuJv  pic.twitter.com/wbajTW9LYJ
119,Protect yourself & join @BarnesJewishWst & @SitemanCenter Oct. 28 & Nov. 4 for a free #Head_NeckCancer screening  http://bddy.me/2gB3Yyo  pic.twitter.com/Veu8zax5np
120,@BarnesJewishWst #Bariatric #Surgery Program receives National Accreditation #MBSAQIP @AmCollSurgeons @asmbs http://bddy.me/2gxDgqf  pic.twitter.com/Q4p75Vznnz
121,"@WUSTLmed Over 2,500 Free #Flu vaccines Sunday @BarnesJewishWst. Thanks: #Foundation @BarnesJewish @STLChildrens @WUSTLMed http://bddy.me/2i36HE7  pic.twitter.com/Ch7jJRSawK"
122,"@BarnesJewishWst Herman Celestine, is only #MSK-registered non-physician #sonographer in #Missouri #BJC_HealthCare http://bddy.me/2gwNpUi  pic.twitter.com/ezPMULRKvL"
