,tweet,processed_tweet,polarity,subjectivity,sub,obj,pos,neg,neu,Sentiment,Objectivity
23,"Warmer weather means increased time outdoors, making it more important than ever to protect your skin from the sun’s harmful rays. Are you taking all the right steps? Read more to find out:  https://nyphosp.co/2muO0Zf  CC: @ColumbiaMed #HealthMatters pic.twitter.com/Co1zzTjhov","Warmer weather means increased time outdoors, making it more important than ever to protect your skin from the sun’s harmful rays. Are you taking all the right steps? Read more to find out:   CC: ColumbiaMed HealthMatters ",0.4214285714285714,0.6339285714285714,1,0,1,0,0,Positive,Subjective
24,Do you know the ABCs of melanoma? Take our quiz to test your knowledge on how to keep your skin safe:  https://nyphosp.co/2zLiKhP  #HealthMatters pic.twitter.com/4mSJejdov1,Do you know the ABCs of melanoma? Take our quiz to test your knowledge on how to keep your skin safe:   HealthMatters ,0.5,0.5,0,1,1,0,0,Positive,Objective
25,"#WellnessWednesday: Too many tasks and not enough time to do them? Consider time management techniques like planning out your week on Sunday, blocking out distractions, or re-prioritizing your tasks to help you lead a more productive life. #NYPBeHealthy pic.twitter.com/9W1tMHlRGI","WellnessWednesday: Too many tasks and not enough time to do them? Consider time management techniques like planning out your week on Sunday, blocking out distractions, or re-prioritizing your tasks to help you lead a more productive life. NYPBeHealthy ",0.3333333333333333,0.5,0,1,1,0,0,Positive,Objective
26,We are proud to announce that #NYP along with @WeillCornell and @ColumbiaMed have received a grant from the @DeptofDefense to advance #ProstateCancer research and conduct clinical trials to find new treatments:  https://nyphosp.co/2uGGz4F  #pcsm pic.twitter.com/fXr4qOxUMv,We are proud to announce that NYP along with WeillCornell and ColumbiaMed have received a grant from the DeptofDefense to advance ProstateCancer research and conduct clinical trials to find new treatments:   pcsm ,0.4681818181818182,0.7272727272727273,1,0,1,0,0,Positive,Subjective
27,@MDoftheheart Tune in to @CBSThisMorning at 8:30 a.m. when @MDoftheHeart will discuss a new study about pregnancy and #heartattack risk. pic.twitter.com/3yREjfDTfd,MDoftheheart Tune in to CBSThisMorning at 8:30 a.m. when MDoftheHeart will discuss a new study about pregnancy and heartattack risk. ,0.13636363636363635,0.4545454545454545,0,1,1,0,0,Positive,Objective
28,"See how Drs. Diksha Mishra and Cleavon Gilman, third-year residents in emergency medicine at #NYP, are being recognized by @theNAMedicine for creatively addressing physician burnout and well-being:  http://bit.ly/2tz2I5g  CC: @WeillCornell, @ColumbiaDoctors #FacesofNYP pic.twitter.com/XFtmkeIyh0","See how Drs. Diksha Mishra and Cleavon Gilman, third-year residents in emergency medicine at NYP, are being recognized by theNAMedicine for creatively addressing physician burnout and well-being:   CC: WeillCornell, ColumbiaDoctors FacesofNYP ",0.5,1.0,1,0,1,0,0,Positive,Subjective
29,"According to a new report by @CDCgov, the mortality rates for #livercancer have been increasing as overall mortality rates for all types of cancer have declined. #NYP & @WeillCornell's @mdmanishshah offers insight to @CNN's Maddie Bender:  https://nyphosp.co/2mmWx01  pic.twitter.com/xS20YRyh5A","According to a new report by CDCgov, the mortality rates for livercancer have been increasing as overall mortality rates for all types of cancer have declined. NYP & WeillCornell's mdmanishshah offers insight to CNN's Maddie Bender:   ",0.07878787878787878,0.15151515151515152,0,1,1,0,0,Positive,Objective
30,"In honor of #WorldEmojiDay, we invite you to share your #NYP story with us through emojis: 🤕🚑🏥👩🏽‍⚕️🌡👨🏻‍🔬🔬💪🏽😁🏡❤️","In honor of WorldEmojiDay, we invite you to share your NYP story with us through emojis: 🤕🚑🏥👩🏽‍⚕️🌡👨🏻‍🔬🔬💪🏽😁🏡❤️",0.0,0.0,0,1,0,0,1,Neutral,Objective
31,"After a snowboarding accident, 18 year-old Gavin Woods had a 90% blockage in his nerve canal. Thanks to a successful minimally invasive procedure with #NYP's @lehmanspineNYC, Gavin is back to running and enjoying the summer as a recent high school graduate! CC: @ColumbiaDoctors pic.twitter.com/XRpWe9yf1L","After a snowboarding accident, 18 year-old Gavin Woods had a 90% blockage in his nerve canal. Thanks to a successful minimally invasive procedure with NYP's lehmanspineNYC, Gavin is back to running and enjoying the summer as a recent high school graduate! CC: ColumbiaDoctors ",0.22142857142857145,0.44857142857142857,0,1,1,0,0,Positive,Objective
32,"Sometimes food labels can be confusing, so #NYP clinical nutritionist Debi Zvi offers tips to @nytimes' @Eschumer on what to look out for & what to avoid: https://nyti.ms/2u0CrwN ","Sometimes food labels can be confusing, so NYP clinical nutritionist Debi Zvi offers tips to nytimes' Eschumer on what to look out for & what to avoid: ",-0.1,0.2,0,1,0,1,0,Negative,Objective
33,"We’re proud to announce Dr. Francis Lee has been appointed Psychiatrist-in-Chief at #NYP & @WeillCornell. Under Dr. Lee’s leadership, the department will continue to enhance its mission to provide exceptional #psychiatric care & education:  http://bit.ly/2L919VB  pic.twitter.com/vcpgEt5lEU","We’re proud to announce Dr. Francis Lee has been appointed Psychiatrist-in-Chief at NYP & WeillCornell. Under Dr. Lee’s leadership, the department will continue to enhance its mission to provide exceptional psychiatric care & education:   ",0.7333333333333334,1.0,1,0,1,0,0,Positive,Subjective
34,"When Ron Wuaten began experiencing shortness of breath, he stopped by his local @DuaneReade pharmacy for a virtual visit at an #NYP OnDemand Kiosk. Visit @PatchTweet to see how that visit saved his life:  http://bit.ly/2zt9tuF  CC: @DrSharma_NY pic.twitter.com/Ox74xJPYHq","When Ron Wuaten began experiencing shortness of breath, he stopped by his local DuaneReade pharmacy for a virtual visit at an NYP OnDemand Kiosk. Visit PatchTweet to see how that visit saved his life:   CC: DrSharma_NY ",0.0,0.0,0,1,0,0,1,Neutral,Objective
35,#ICYMI: The #NYP Allen Hospital was proud to host a Fire Safety Education training for local community members. Sending a big #ThankYou to our friends at the @FDNY for joining us! #NYPInYourCommunity pic.twitter.com/vAra6xfOSt,ICYMI: The NYP Allen Hospital was proud to host a Fire Safety Education training for local community members. Sending a big ThankYou to our friends at the FDNY for joining us! NYPInYourCommunity ,0.26666666666666666,0.3666666666666667,0,1,1,0,0,Positive,Objective
36,"A new study on #acupuncture in breast cancer survivors has found that it can provide improvement in joint pain, commonly caused by drugs known as aromatase inhibitors. Learn more on @EverydayHealth from #NYP/@ColumbiaDoctors expert @DrDawnHershman:  http://bit.ly/2Jgo0cP  pic.twitter.com/ie69r2MvMn","A new study on acupuncture in breast cancer survivors has found that it can provide improvement in joint pain, commonly caused by drugs known as aromatase inhibitors. Learn more on EverydayHealth from NYP/ColumbiaDoctors expert DrDawnHershman:   ",0.11212121212121212,0.4848484848484849,0,1,1,0,0,Positive,Objective
37,New research led by #NYP & @WeillCornell's  @DrPinkalDesai shows mutations detected in blood may predict risk of a common form of adult #leukemia a decade before patients are diagnosed:  http://bit.ly/2m6Nu3j . pic.twitter.com/m5mFmwa100,New research led by NYP & WeillCornell's  DrPinkalDesai shows mutations detected in blood may predict risk of a common form of adult leukemia a decade before patients are diagnosed:   ,-0.02121212121212121,0.4181818181818182,0,1,0,1,0,Negative,Objective
38,#NYP/@ColumbiaDoctors' Dr. Roshni Rao tells @NicoleABCNews that it's common for women under 40 to find their own cancerous tumors during self-exams since patients in that age group do not receive routine mammography:  https://nyphosp.co/2mcUuMd  CC: @ABC & @ColumbiaMed,NYP/ColumbiaDoctors' Dr. Roshni Rao tells NicoleABCNews that it's common for women under 40 to find their own cancerous tumors during self-exams since patients in that age group do not receive routine mammography:   CC: ABC & ColumbiaMed,0.15,0.75,1,0,1,0,0,Positive,Subjective
39,".@nyphospital’s David H. Koch Center is named Best #Healthcare Project of 2018 by @ENRnews New York! A unique #design collaboration of @HOKNetwork as architect, @Ballingerae as medical architect, @PeiCobbFreed for building envelope and lobby, plus @turner_talk as construction mgr pic.twitter.com/77xk6jgGMH",".nyphospital’s David H. Koch Center is named Best Healthcare Project of 2018 by ENRnews New York! A unique design collaboration of HOKNetwork as architect, Ballingerae as medical architect, PeiCobbFreed for building envelope and lobby, plus turner_talk as construction mgr ",0.2890909090909091,0.3709090909090909,0,1,1,0,0,Positive,Objective
40,"#NYP’s Center for Community Health Navigation held its annual Community Health Walk in collaboration with #HiketheHeights! Participants walked the #WashingtonHeights community and were greeted by music, activities and healthcare information at the finish line! #NYPInYourCommunity pic.twitter.com/65c5unicHV","NYP’s Center for Community Health Navigation held its annual Community Health Walk in collaboration with HiketheHeights! Participants walked the WashingtonHeights community and were greeted by music, activities and healthcare information at the finish line! NYPInYourCommunity ",-0.15625,0.1,0,1,0,1,0,Negative,Objective
41,"It’s Friday and #NationalFrenchFryDay! If you're looking for a tasty and healthy sweet potato 'fries' recipe, click here:  https://bit.ly/2m1drRQ  #NYPNutrition #NYPBeHealthy pic.twitter.com/30vgDnvIVZ","It’s Friday and NationalFrenchFryDay! If you're looking for a tasty and healthy sweet potato 'fries' recipe, click here:   NYPNutrition NYPBeHealthy ",0.425,0.575,1,0,1,0,0,Positive,Subjective
42,Mr. Springer's infectious smile has brought joy to patients and co-workers alike for the past 60 years.  He is such a pleasure to work with and an amazing mentor to us all.  @DrChefMikeRD @Kevin_Ng89 @ReamsMowatt @nyphospital https://healthmatters.nyp.org/inside-nyp-mitchell-springer/ …,Mr. Springer's infectious smile has brought joy to patients and co-workers alike for the past 60 years.  He is such a pleasure to work with and an amazing mentor to us all.  DrChefMikeRD Kevin_Ng89 ReamsMowatt nyphospital ,0.29000000000000004,0.39,0,1,1,0,0,Positive,Objective
43,"With the @US_FDA recently approving the first marijuana-derived prescription drug available in the United States, an #NYP & @WeillCornell expert spoke to #HealthMatters about Epidiolex and what this could mean for medical uses of marijuana in the future:  http://bit.ly/2Nah03K  pic.twitter.com/cZiPINd287","With the US_FDA recently approving the first marijuana-derived prescription drug available in the United States, an NYP & WeillCornell expert spoke to HealthMatters about Epidiolex and what this could mean for medical uses of marijuana in the future:   ",0.05625,0.29930555555555555,0,1,1,0,0,Positive,Objective
44,"New research shows #kidney cancer can be treated with a non-surgical procedure used to destroy tumors called a percutaneous ablation. Lead author, #NYP & @WeillCornell's Dr. Adam Talenfeld shares insights:  http://bit.ly/2KMIQp2 . pic.twitter.com/UFAtATAZ4h","New research shows kidney cancer can be treated with a non-surgical procedure used to destroy tumors called a percutaneous ablation. Lead author, NYP & WeillCornell's Dr. Adam Talenfeld shares insights:   ",-0.03181818181818183,0.2272727272727273,0,1,0,1,0,Negative,Objective
45,"@ColumbiaDoctors #Weightloss trends come and go, but is intermittent fasting one trend that holds the secret to losing weight? #NYP/ @Columbiadoctors expert, @shilparavellaMD, speaks to #HealthMatters on how it works:  http://bit.ly/2IXbvTq . pic.twitter.com/8dVgUeRskX","ColumbiaDoctors Weightloss trends come and go, but is intermittent fasting one trend that holds the secret to losing weight? NYP/ Columbiadoctors expert, shilparavellaMD, speaks to HealthMatters on how it works:   ",-0.4,0.7,1,0,0,1,0,Negative,Subjective
46,"You should always use caution when combining skincare products. To help us learn more, @goodhealth talks with an #NYP & @WeillCornell dermatologist about products you should never use with retinoids:  http://bit.ly/2IuDXwk  pic.twitter.com/fjtWtCvsWO","You should always use caution when combining skincare products. To help us learn more, goodhealth talks with an NYP & WeillCornell dermatologist about products you should never use with retinoids:   ",0.5,0.5,0,1,1,0,0,Positive,Objective
47,Please join us in congratulating @landau_lab on receiving the Pershing Square Sohn Prize for Young Investigators in Cancer Research to support his work studying #cancer evolution:  http://bit.ly/2zdUULt . CC @WeillCornell & @psscra pic.twitter.com/Tgj0Kdlnjl,Please join us in congratulating landau_lab on receiving the Pershing Square Sohn Prize for Young Investigators in Cancer Research to support his work studying cancer evolution:   CC WeillCornell & psscra ,0.1,0.4,0,1,1,0,0,Positive,Objective
48,"There are many urban myths about which changes in your body indicate that you may be #pregnant, but is #diarrhea one of them? #NYP/ @ColumbiaDoctors' @DrMaryRosser speaks to @SELFmagazine:  http://bit.ly/2tmPMyn . pic.twitter.com/8PuKL999Ov","There are many urban myths about which changes in your body indicate that you may be pregnant, but is diarrhea one of them? NYP/ ColumbiaDoctors' DrMaryRosser speaks to SELFmagazine:   ",0.2777777777777777,0.3333333333333333,0,1,1,0,0,Positive,Objective
49,"An ordinary day became an extraordinary one for @sushmadwivedi & Brianna Doyle, who took part in an unforgettable bedside #wedding ceremony while both women were in labor at #NYP & @WeillCornell:  https://wapo.st/2KYEGKY . CC: @washingtonpost pic.twitter.com/FxixeD6FmC","An ordinary day became an extraordinary one for sushmadwivedi & Brianna Doyle, who took part in an unforgettable bedside wedding ceremony while both women were in labor at NYP & WeillCornell:   CC: washingtonpost ",0.29444444444444445,0.8333333333333334,1,0,1,0,0,Positive,Subjective
50,Acupuncture is an effective way to manage joint pain caused by aromatase inhibitors. These results could improve the quality of life of many breast cancer patients  https://jamanetwork.com/journals/jama/article-abstract/2687355 … #bcsm #acupuncture @DrDawnHershman @junger47 @fischmd @SWOG @nyphospital @columbiacancer,Acupuncture is an effective way to manage joint pain caused by aromatase inhibitors. These results could improve the quality of life of many breast cancer patients   bcsm acupuncture DrDawnHershman junger47 fischmd SWOG nyphospital columbiacancer,0.55,0.65,1,0,1,0,0,Positive,Subjective
51,"Drs. Geller, Cooper, and Shah were published in @jbjs for their study ""Adductor Canal Block Compared with Periarticular Bupivacaine Injection for Total Knee Arthroplasty: A Prospective Randomized Trial""  @nyphospital  http://columbiaortho.org/news/hip-and-knee-team-published-jbjs-perioperative-pain-control-study … pic.twitter.com/ZvD0y44PAW","Drs. Geller, Cooper, and Shah were published in jbjs for their study ""Adductor Canal Block Compared with Periarticular Bupivacaine Injection for Total Knee Arthroplasty: A Prospective Randomized Trial""  nyphospital   ",0.0,0.75,1,0,0,0,1,Neutral,Subjective
52,"#ICYMI: #NYP joined @IsaacsCenterNYC for their annual community festival for a day of health education! Our staff was on hand to distribute information about important topics like tobacco cessation, stroke prevention, nutrition and medication management. #NYPInYourCommunity pic.twitter.com/TagqEzBrLM","ICYMI: NYP joined IsaacsCenterNYC for their annual community festival for a day of health education! Our staff was on hand to distribute information about important topics like tobacco cessation, stroke prevention, nutrition and medication management. NYPInYourCommunity ",0.4,1.0,1,0,1,0,0,Positive,Subjective
53,#NYP invites you to learn more about the importance of @Hands_Only_CPR and how you can save a life in just 3 simple steps:  http://bit.ly/2LNhm0b  CC: @CBSThisMorning #HandsOnlyCPR https://twitter.com/CBSThisMorning/status/1017035459111866369 …,NYP invites you to learn more about the importance of Hands_Only_CPR and how you can save a life in just 3 simple steps:   CC: CBSThisMorning HandsOnlyCPR ,0.25,0.4285714285714286,0,1,1,0,0,Positive,Objective
54,"#NYP's Lang Youth Medical Program recently celebrated its 10th graduating class. After 6 years of studying and hard work, see why students are calling their experience completely life-changing:  http://bit.ly/2MzrFEJ  CC: @ManhattanTimes #NYPInYourCommunity pic.twitter.com/zHG7u6qLHK","NYP's Lang Youth Medical Program recently celebrated its 10th graduating class. After 6 years of studying and hard work, see why students are calling their experience completely life-changing:   CC: ManhattanTimes NYPInYourCommunity ",0.039583333333333325,0.4229166666666666,0,1,1,0,0,Positive,Objective
55,#WellnessWednesday: Increase your productivity and well-being by tidying up your workspace with these tips from #NYPBeHealthy! pic.twitter.com/nHYn4r7Xe2,WellnessWednesday: Increase your productivity and well-being by tidying up your workspace with these tips from NYPBeHealthy! ,0.0,0.0,0,1,0,0,1,Neutral,Objective
56,Seeking help for mental illness may not always be easy so #NYP & @WeillCornell's Dr. Catherine Birndorf shares tips with @goop on how to recognize if someone might be struggling with depression:  http://bit.ly/2KEsBqC  pic.twitter.com/HZHe972Rk3,Seeking help for mental illness may not always be easy so NYP & WeillCornell's Dr. Catherine Birndorf shares tips with goop on how to recognize if someone might be struggling with depression:   ,0.16666666666666669,0.5166666666666667,1,0,1,0,0,Positive,Subjective
57,One of the finest people and professionals I have ever had the privilege of working with!  Congratulations @WillieMManzano and thank you for all you have done for @nyphospital! https://twitter.com/nyphospital/status/1016819363117182977 …,One of the finest people and professionals I have ever had the privilege of working with!  Congratulations WillieMManzano and thank you for all you have done for nyphospital! ,0.0,0.0,0,1,0,0,1,Neutral,Objective
58,#NYP’s Chief Nursing Executive and Chief Quality Officer @WillieMManzano has held many roles at the hospital and has dedicated her career to putting our patients first. Join us in congratulating her on 20-years of service and continued success! pic.twitter.com/rtqzePMB5c,NYP’s Chief Nursing Executive and Chief Quality Officer WillieMManzano has held many roles at the hospital and has dedicated her career to putting our patients first. Join us in congratulating her on 20-years of service and continued success! ,0.375,0.2777777777777777,0,1,1,0,0,Positive,Objective
59,"“We as an organization always strive to provide the best based on experience, not only clinical care but the best patient experience, & that includes foodservices.”-#NYP's Mila Henn on the @RA_Food run cafe at #DHKatNYP:  https://nyphosp.co/2yQqwqb  CC: @WeillCornell & @foodmanagement pic.twitter.com/8nhpXyC83N","“We as an organization always strive to provide the best based on experience, not only clinical care but the best patient experience, & that includes foodservices.”-NYP's Mila Henn on the RA_Food run cafe at DHKatNYP:   CC: WeillCornell & foodmanagement ",0.6666666666666666,0.5333333333333333,1,0,1,0,0,Positive,Subjective
60,".@JAMA_current shares results from a study led by @DrDawnHershman, which tested #acupuncture’s role in helping to ease joint pain side effects for some #breastcancer patients:  http://bit.ly/2Jb96of  . CC @ColumbiaDoctors pic.twitter.com/LZD90ifQqH",".JAMA_current shares results from a study led by DrDawnHershman, which tested acupuncture’s role in helping to ease joint pain side effects for some breastcancer patients:   . CC ColumbiaDoctors ",0.0,0.0,0,1,0,0,1,Neutral,Objective
61,"TONIGHT! July 10 @8pm Catch The Music Paradigm @rogernierenberg with @nyphospital's Lauren Wasson, MD on @cunytv @AITCCUNYTV reported by @MikeGilliamTV http://www.cuny.tv/show/artsinthecity/PR2007428 …","TONIGHT! July 10 8pm Catch The Music Paradigm rogernierenberg with nyphospital's Lauren Wasson, MD on cunytv AITCCUNYTV reported by MikeGilliamTV ",0.0,0.0,0,1,0,0,1,Neutral,Objective
62,Look what I found in the Dominican Republic airport.  The hospital that saved my life. @nyphospital @WeillCornell @theliversurgeon @mdmanishshah @AmericanCancer @katiecouric #ColonCancer #LiveLifeToTheFullest @nyphospital pic.twitter.com/hOx8y9pfnz,Look what I found in the Dominican Republic airport.  The hospital that saved my life. nyphospital WeillCornell theliversurgeon mdmanishshah AmericanCancer katiecouric ColonCancer LiveLifeToTheFullest nyphospital ,0.0,0.0,0,1,0,0,1,Neutral,Objective
63,Keeping patient's families informed about their loved one is an important part of Guest Services Assistant Ryan Pena's job. She is proud to create new connections every single day. #NYPConnections pic.twitter.com/J5T2MuwaeJ,Keeping patient's families informed about their loved one is an important part of Guest Services Assistant Ryan Pena's job. She is proud to create new connections every single day. NYPConnections ,0.39298701298701305,0.6937662337662338,1,0,1,0,0,Positive,Subjective
