,tweet,processed_tweet,polarity,subjectivity,sub,obj,pos,neg,neu,Sentiment,Objectivity
15,"New research shows there may be a better, more effective approach to prevent C. diff infections: https://cle.clinic/2Hr3RAM ","New research shows there may be a better, more effective approach to prevent C. diff infections: ",0.4340909090909091,0.5636363636363637,1,0,1,0,0,Positive,Subjective
16,"A female patient presented with a fever, cough, odynophagia, and anterior neck pain: http://cle.clinic/2oJgcXq ","A female patient presented with a fever, cough, odynophagia, and anterior neck pain: ",0.0,0.16666666666666666,0,1,0,0,1,Neutral,Objective
17,A high prevalence of insomnia and sleep apnea was found among patients with a variety of neurological diseases: https://cle.clinic/2vBT2Kx ,A high prevalence of insomnia and sleep apnea was found among patients with a variety of neurological diseases: ,0.16,0.5399999999999999,1,0,1,0,0,Positive,Subjective
18,A cardiothoracic surgeon brings clarity to three common questions surrounding surgical treatment of atrial fibrillation: https://cle.clinic/2HoeQuA ,A cardiothoracic surgeon brings clarity to three common questions surrounding surgical treatment of atrial fibrillation: ,-0.3,0.5,0,1,0,1,0,Negative,Objective
19,A newer procedure performed at bedside in the ICU is overtaking traditional open surgical tracheotomy: https://cle.clinic/2vYvtvL ,A newer procedure performed at bedside in the ICU is overtaking traditional open surgical tracheotomy: ,0.0,0.625,1,0,0,0,1,Neutral,Subjective
20,A 70-year-old man with no specific history of trauma presented with four years of progressively worsening left thigh cramping: http://cle.clinic/2eVz0xt ,A 70-year-old man with no specific history of trauma presented with four years of progressively worsening left thigh cramping: ,0.0,0.0625,0,1,0,0,1,Neutral,Objective
21,Indications for robotic partial nephrectomy are expanding to include more complex renal masses: https://cle.clinic/2sXQweb ,Indications for robotic partial nephrectomy are expanding to include more complex renal masses: ,0.0,0.35,0,1,0,0,1,Neutral,Objective
22,Evaluating live zoster vaccine response in rheumatoid arthritis patients on biologics who respond inadequately to methotrexate: https://cle.clinic/2NYTJmn ,Evaluating live zoster vaccine response in rheumatoid arthritis patients on biologics who respond inadequately to methotrexate: ,0.13636363636363635,0.5,0,1,1,0,0,Positive,Objective
23,The case study of a 65-year-old woman outlines a careful workup for a difficult diagnostic dilemma: http://cle.clinic/2rfYRLF ,The case study of a 65-year-old woman outlines a careful workup for a difficult diagnostic dilemma: ,-0.3,1.0,1,0,0,1,0,Negative,Subjective
24,A new study sheds light on the extent to which recent trends in ED crowding influences care for acute gastrointestinal illnesses: https://cle.clinic/2uIDpxe ,A new study sheds light on the extent to which recent trends in ED crowding influences care for acute gastrointestinal illnesses: ,0.28409090909090906,0.5761363636363637,1,0,1,0,0,Positive,Subjective
25,Hyperthermia can enhance cancer treatments and the anti-tumor immune response of the body: https://cle.clinic/2F9QItV ,Hyperthermia can enhance cancer treatments and the anti-tumor immune response of the body: ,0.0,0.0,0,1,0,0,1,Neutral,Objective
26,This new technology may transform how asthma severity is evaluated: https://cle.clinic/2Krhtl4 ,This new technology may transform how asthma severity is evaluated: ,0.13636363636363635,0.4545454545454545,0,1,1,0,0,Positive,Objective
27,Building resilience in midlife can help improve your well-being and relationships: http://cle.clinic/2hGv0bd ,Building resilience in midlife can help improve your well-being and relationships: ,0.0,0.0,0,1,0,0,1,Neutral,Objective
28,New study introduces a novel strategy of radiation therapy planning called temporally feathered radiation therapy: https://cle.clinic/2MnhNOi ,New study introduces a novel strategy of radiation therapy planning called temporally feathered radiation therapy: ,0.13636363636363635,0.4545454545454545,0,1,1,0,0,Positive,Objective
29,Examining physical therapy with hyaluronic acid injections to improve knee osteoarthritis: http://cle.clinic/2ggQmb5 ,Examining physical therapy with hyaluronic acid injections to improve knee osteoarthritis: ,0.0,0.14285714285714285,0,1,0,0,1,Neutral,Objective
30,New technology offers the first clinically feasible way for quantifying tissue damage in multiple sclerosis: http://cle.clinic/2dsrr6v ,New technology offers the first clinically feasible way for quantifying tissue damage in multiple sclerosis: ,0.12159090909090907,0.19696969696969696,0,1,1,0,0,Positive,Objective
31,Studies are underway to confirm the suspected benefits of early ablation for patients with atrial fibrillation: https://cle.clinic/2HtoxsI ,Studies are underway to confirm the suspected benefits of early ablation for patients with atrial fibrillation: ,0.1,0.3,0,1,1,0,0,Positive,Objective
32,Robotic radical perineal prostatectomy offers a variety of advantages for both surgeon and patient: https://cle.clinic/2Le3ICl ,Robotic radical perineal prostatectomy offers a variety of advantages for both surgeon and patient: ,0.0,0.1,0,1,0,0,1,Neutral,Objective
33,A study of colon cancer biology clearly shows the relationship of age with disparate neoplastic pathways and tumor location: https://cle.clinic/2IFrfv2 ,A study of colon cancer biology clearly shows the relationship of age with disparate neoplastic pathways and tumor location: ,0.10000000000000002,0.3833333333333333,0,1,1,0,0,Positive,Objective
34,Manipulating blood cholesterol levels could make immunotherapy for cancer more effective: https://cle.clinic/2K61Jmy ,Manipulating blood cholesterol levels could make immunotherapy for cancer more effective: ,0.55,0.65,1,0,1,0,0,Positive,Subjective
35,"A man presented with myalgias, skin thickening in his arms, legs and abdomen and stiffness in his joints: https://cle.clinic/2IL0Hs3 ","A man presented with myalgias, skin thickening in his arms, legs and abdomen and stiffness in his joints: ",0.0,0.0,0,1,0,0,1,Neutral,Objective
36,Childhood emotional trauma closely linked to health issues later in adulthood: http://cle.clinic/29ET2N6 ,Childhood emotional trauma closely linked to health issues later in adulthood: ,0.0,0.325,0,1,0,0,1,Neutral,Objective
37,Surgeons perform rare quadruple valve replacement surgery on a 22-year-old with acute infective endocarditis: https://cle.clinic/2Gh7894 ,Surgeons perform rare quadruple valve replacement surgery on a 22-year-old with acute infective endocarditis: ,0.45,0.9,1,0,1,0,0,Positive,Subjective
38,One of the most effective ways to manage chronic pain from digestive issues is often overlooked: https://cle.clinic/2KIcNDn ,One of the most effective ways to manage chronic pain from digestive issues is often overlooked: ,0.55,0.65,1,0,1,0,0,Positive,Subjective
39,Calcium and vitamin D supplements are not enough to treat most patients with osteoporosis: http://cle.clinic/2qIgejq ,Calcium and vitamin D supplements are not enough to treat most patients with osteoporosis: ,0.25,0.5,0,1,1,0,0,Positive,Objective
40,New research will examine disparities in survival among heart failure patients before and after heart transplantation: https://cle.clinic/2Lmm1FH ,New research will examine disparities in survival among heart failure patients before and after heart transplantation: ,-0.09015151515151518,0.3772727272727273,0,1,0,1,0,Negative,Objective
41,Revision to a distal gastric bypass helps a 45-year-old woman avoid long-term complications of diabetes: https://cle.clinic/2z2Msyn ,Revision to a distal gastric bypass helps a 45-year-old woman avoid long-term complications of diabetes: ,0.0,0.0,0,1,0,0,1,Neutral,Objective
42,"When Rasmussen encephalitis is present without hemiplegia, deciding between therapies comes down to patient quality of life: https://cle.clinic/2zIZz8f ","When Rasmussen encephalitis is present without hemiplegia, deciding between therapies comes down to patient quality of life: ",-0.07777777777777779,0.14444444444444446,0,1,0,1,0,Negative,Objective
43,A male infertility specialist provides key points to guide the evaluation of men facing fertility problems: https://cle.clinic/2uu23Cs ,A male infertility specialist provides key points to guide the evaluation of men facing fertility problems: ,0.0,0.55,1,0,0,0,1,Neutral,Subjective
44,American Society of Retina Specialists recognizes @drrishisingh with its President’s Award for work in diabetic eye disease: https://cle.clinic/2JsIpvm ,American Society of Retina Specialists recognizes drrishisingh with its President’s Award for work in diabetic eye disease: ,0.0,0.0,0,1,0,0,1,Neutral,Objective
45,A behavior therapist shares valuable insights about connecting with kids who have autism: https://cle.clinic/2rvhhpg ,A behavior therapist shares valuable insights about connecting with kids who have autism: ,0.0,0.0,0,1,0,0,1,Neutral,Objective
46,.@MikkaelSekeres shares personal stories of bullying early in his career and alarming data about its prevalence in medicine: https://cle.clinic/2JjUgf8 ,.MikkaelSekeres shares personal stories of bullying early in his career and alarming data about its prevalence in medicine: ,0.0,0.4,0,1,0,0,1,Neutral,Objective
47,The importance of empathy in achieving an outstanding experience for patients crossing national borders for medical care: https://cle.clinic/2L47f9y ,The importance of empathy in achieving an outstanding experience for patients crossing national borders for medical care: ,0.25,0.4375,0,1,1,0,0,Positive,Objective
48,A patient’s case illustrates why Whipple disease should be part of the differential diagnosis of arthritis: http://cle.clinic/2BhPKOY ,A patient’s case illustrates why Whipple disease should be part of the differential diagnosis of arthritis: ,0.0,0.0,0,1,0,0,1,Neutral,Objective
49,Three recent reports share outcomes from emerging applications of flow diversion stenting for additional aneurysm types: https://cle.clinic/2KSENs7 ,Three recent reports share outcomes from emerging applications of flow diversion stenting for additional aneurysm types: ,0.0,0.25,0,1,0,0,1,Neutral,Objective
50,Novel transcatheter prosthesis addresses the need for a less-invasive treatment for tricuspid regurgitation in high-risk patients: https://cle.clinic/2N429rh ,Novel transcatheter prosthesis addresses the need for a less-invasive treatment for tricuspid regurgitation in high-risk patients: ,0.0,0.0,0,1,0,0,1,Neutral,Objective
51,A new device for diagnosing and treating urinary incontinence has the potential to eliminate the need for urodynamic testing: https://cle.clinic/2N7NGLe ,A new device for diagnosing and treating urinary incontinence has the potential to eliminate the need for urodynamic testing: ,0.06818181818181818,0.7272727272727273,1,0,1,0,0,Positive,Subjective
52,A new study suggests that adjunctive therapy may only benefit pancreatic head tumors after surgical resection: https://cle.clinic/2NGalPz ,A new study suggests that adjunctive therapy may only benefit pancreatic head tumors after surgical resection: ,0.06818181818181818,0.7272727272727273,1,0,1,0,0,Positive,Subjective
53,New baseline GFR predicts survival rates among renal cancer patients with chronic kidney disease due to surgery: https://cle.clinic/2LcbXzm ,New baseline GFR predicts survival rates among renal cancer patients with chronic kidney disease due to surgery: ,0.0056818181818181785,0.4147727272727273,0,1,1,0,0,Positive,Objective
54,New research proves that sleep apnea is an independent risk factor for developing nonalcoholic steatohepatitis: http://cle.clinic/2DR0wsF ,New research proves that sleep apnea is an independent risk factor for developing nonalcoholic steatohepatitis: ,0.14545454545454545,0.1931818181818182,0,1,1,0,0,Positive,Objective
55,Ground-breaking study shows radiation plus drugs increases survival in lung cancer patients: http://cle.clinic/2vFW2nE ,Ground-breaking study shows radiation plus drugs increases survival in lung cancer patients: ,0.0,0.0,0,1,0,0,1,Neutral,Objective
56,New analysis finds that worsening right ventricular function predicts greater risk for bad outcomes regardless of procedure type: https://cle.clinic/2Jwsj8Q ,New analysis finds that worsening right ventricular function predicts greater risk for bad outcomes regardless of procedure type: ,0.05551948051948055,0.5392316017316017,1,0,1,0,0,Positive,Subjective
57,Communication through eyeblinks opens the door to progress for a 32-year-old with quadriplegia but intact cognition: https://cle.clinic/2JSOsNW ,Communication through eyeblinks opens the door to progress for a 32-year-old with quadriplegia but intact cognition: ,0.0,0.0,0,1,0,0,1,Neutral,Objective
58,A recent study determined that paraoxonase-1 has the potential for use as a biomarker for cardiac risk in psoriatic disease: https://cle.clinic/2leDswy ,A recent study determined that paraoxonase-1 has the potential for use as a biomarker for cardiac risk in psoriatic disease: ,-0.016666666666666666,0.4166666666666667,0,1,0,1,0,Negative,Objective
59,A case that illustrates the differences in primary lung carcinoma and metastatic carcinoma to the lungs: https://cle.clinic/2KT6DVh ,A case that illustrates the differences in primary lung carcinoma and metastatic carcinoma to the lungs: ,0.4,0.5,0,1,1,0,0,Positive,Objective
60,A novel rehabilitation program for chronic low back pain shows significant gains across multiple quality of life metrics: https://cle.clinic/2NHqog8 ,A novel rehabilitation program for chronic low back pain shows significant gains across multiple quality of life metrics: ,0.09375,0.29375,0,1,1,0,0,Positive,Objective
61,A promising new technique to reduce pain and disability for patients with upper extremity amputations: https://cle.clinic/2uetK27 ,A promising new technique to reduce pain and disability for patients with upper extremity amputations: ,0.11212121212121212,0.3181818181818182,0,1,1,0,0,Positive,Objective
62,.@ATarhiniMDPhD offers an overview of the advances in melanoma treatment that have led to improved survival rates: https://cle.clinic/2KKEn79 ,.ATarhiniMDPhD offers an overview of the advances in melanoma treatment that have led to improved survival rates: ,0.1,0.0,0,1,1,0,0,Positive,Objective
63,Nurse-led studies find a need to pay more attention to delirium in postsurgical cardiac patients: https://cle.clinic/2N3rW2L ,Nurse-led studies find a need to pay more attention to delirium in postsurgical cardiac patients: ,0.225,0.25,0,1,1,0,0,Positive,Objective
64,Basic measures to assess new medical discoveries that are promoted as being more accurate than current technology: https://cle.clinic/2JbszFv ,Basic measures to assess new medical discoveries that are promoted as being more accurate than current technology: ,0.17272727272727273,0.35214646464646465,0,1,1,0,0,Positive,Objective
65,Nonthrombotic pulmonary embolism is uncommon and can be difficult to diagnose: https://cle.clinic/2L9kxOQ ,Nonthrombotic pulmonary embolism is uncommon and can be difficult to diagnose: ,0.15000000000000002,1.0,1,0,1,0,0,Positive,Subjective
66,A study finds ALT-803 + nivolumab safe and effective in patients with mNSCLC considered PD-1-treatment resistant: https://cle.clinic/2KYjXH5 ,A study finds ALT-803 + nivolumab safe and effective in patients with mNSCLC considered PD-1-treatment resistant: ,0.55,0.65,1,0,1,0,0,Positive,Subjective
67,A new study shows that BTX-A injections are a viable treatment option for all patients with overactive bladder: https://cle.clinic/2u6YZMx ,A new study shows that BTX-A injections are a viable treatment option for all patients with overactive bladder: ,0.13636363636363635,0.4545454545454545,0,1,1,0,0,Positive,Objective
68,New study aims to assess safety of mechanical thrombectomy for large vessel occlusions in stroke patients with mild symptoms: https://cle.clinic/2MYb6T0 ,New study aims to assess safety of mechanical thrombectomy for large vessel occlusions in stroke patients with mild symptoms: ,0.227994227994228,0.46103896103896097,0,1,1,0,0,Positive,Objective
69,Risk stratification for sudden cardiac death in patients with obstructive hypertrophic cardiomyopathy appears to need some refining: https://cle.clinic/2L5dref ,Risk stratification for sudden cardiac death in patients with obstructive hypertrophic cardiomyopathy appears to need some refining: ,-0.025,0.25,0,1,0,1,0,Negative,Objective
70,A new drug combination extends progression-free survival in patients with multiple myeloma: https://cle.clinic/2NdfJJd ,A new drug combination extends progression-free survival in patients with multiple myeloma: ,0.06818181818181818,0.2272727272727273,0,1,1,0,0,Positive,Objective
71,New protocol for treating liver metastases from colorectal cancer may lead to improved patient outcomes: http://cle.clinic/2FNrF1n ,New protocol for treating liver metastases from colorectal cancer may lead to improved patient outcomes: ,0.13636363636363635,0.4545454545454545,0,1,1,0,0,Positive,Objective
72,An expert explains critical diet-related needs following a bariatric surgery to ensure bone and kidney health: https://cle.clinic/2J88PCi ,An expert explains critical diet-related needs following a bariatric surgery to ensure bone and kidney health: ,0.0,0.45,0,1,0,0,1,Neutral,Objective
73,Study reveals targeting gut microbes successfully curbs diet-induced heart disease: http://cle.clinic/1maS6mE ,Study reveals targeting gut microbes successfully curbs diet-induced heart disease: ,0.75,0.95,1,0,1,0,0,Positive,Subjective
74,Transforming Alzheimer's therapeutics by harnessing the power of the immune system: http://cle.clinic/2dMuJlb ,Transforming Alzheimer's therapeutics by harnessing the power of the immune system: ,0.0,0.0,0,1,0,0,1,Neutral,Objective
75,A dramatic case shows why performing high-risk lead extractions in a hybrid operating room can be critical: http://cle.clinic/2HLZwHY ,A dramatic case shows why performing high-risk lead extractions in a hybrid operating room can be critical: ,-0.21666666666666665,0.7,1,0,0,1,0,Negative,Subjective
76,A patient recovers 20/20 vision after aggressive treatment for an increasingly common food-borne eye infection: http://cle.clinic/2DMhETW ,A patient recovers 20/20 vision after aggressive treatment for an increasingly common food-borne eye infection: ,-0.3,0.5,0,1,0,1,0,Negative,Objective
77,A new study reveals that 38% of young adults with polyps on colonoscopy have high-risk polyps: https://cle.clinic/2qmrFhF ,A new study reveals that 38% of young adults with polyps on colonoscopy have high-risk polyps: ,0.11818181818181818,0.4272727272727273,0,1,1,0,0,Positive,Objective
78,A 68-year-old man with hypoparathyroidism and hypertension complained of short-term memory decline: https://cle.clinic/2tFfxu1 ,A 68-year-old man with hypoparathyroidism and hypertension complained of short-term memory decline: ,-0.3,0.2,0,1,0,1,0,Negative,Objective
79,Secondary Raynaud should prompt an investigation for autoimmune rheumatic disease: http://cle.clinic/2u291it ,Secondary Raynaud should prompt an investigation for autoimmune rheumatic disease: ,-0.3,0.3,0,1,0,1,0,Negative,Objective
80,Advances in renal transplantation have helped patients directly by extending the life of transplanted organs: https://cle.clinic/2JQGVAl ,Advances in renal transplantation have helped patients directly by extending the life of transplanted organs: ,0.1,0.4,0,1,1,0,0,Positive,Objective
81,New protocol for bone marrow transplant for sickle cell disease is changing the face of transplant: https://cle.clinic/2y7CXxG ,New protocol for bone marrow transplant for sickle cell disease is changing the face of transplant: ,0.13636363636363635,0.4545454545454545,0,1,1,0,0,Positive,Objective
82,Researchers reviewed 3.7 million patient records to learn if time to treat affected outcomes: http://cle.clinic/2samLaO ,Researchers reviewed 3.7 million patient records to learn if time to treat affected outcomes: ,0.0,0.0,0,1,0,0,1,Neutral,Objective
83,A closer look at antiobesity drugs and weight loss in the management of type 2 diabetes: http://cle.clinic/2EcepCa ,A closer look at antiobesity drugs and weight loss in the management of type 2 diabetes: ,0.0,0.0,0,1,0,0,1,Neutral,Objective
84,Mindfulness meditation can help offer patients more than medicine alone: http://cle.clinic/2wBlmwk ,Mindfulness meditation can help offer patients more than medicine alone: ,0.5,0.5,0,1,1,0,0,Positive,Objective
85,Disparities by race became clear after adjusting for age and comorbidities: http://cle.clinic/2fcirml ,Disparities by race became clear after adjusting for age and comorbidities: ,0.10000000000000002,0.3833333333333333,0,1,1,0,0,Positive,Objective
86,Robotic-assisted and traditional laparoscopic surgery for endometriosis produced equal outcomes: http://cle.clinic/2raW5CI ,Robotic-assisted and traditional laparoscopic surgery for endometriosis produced equal outcomes: ,0.0,0.5,0,1,0,0,1,Neutral,Objective
87,An effective therapy for select patients with severe chronic neuropathic pain: http://cle.clinic/1z80EdL ,An effective therapy for select patients with severe chronic neuropathic pain: ,0.6,0.8,1,0,1,0,0,Positive,Subjective
88,Evidence suggests it may be easier to prevent atrial fibrillation than to treat it: http://cle.clinic/1EHx557 ,Evidence suggests it may be easier to prevent atrial fibrillation than to treat it: ,0.0,0.0,0,1,0,0,1,Neutral,Objective
89,Indications for robotic partial nephrectomy are expanding to include more complex renal masses: https://cle.clinic/2sXQweb ,Indications for robotic partial nephrectomy are expanding to include more complex renal masses: ,0.0,0.35,0,1,0,0,1,Neutral,Objective
90,An effective technique for repairing complex perineal fistulas in either gender: http://cle.clinic/2jsxJnq ,An effective technique for repairing complex perineal fistulas in either gender: ,0.15,0.6000000000000001,1,0,1,0,0,Positive,Subjective
91,Noninvasive technique can detect cancer tumor DNA circulating in the bloodstream: http://cle.clinic/2g2ELhz ,Noninvasive technique can detect cancer tumor DNA circulating in the bloodstream: ,0.0,0.0,0,1,0,0,1,Neutral,Objective
92,New study demonstrates the most dramatic reversal of amyloid deposition in an Alzheimer's disease mouse model to date: http://cle.clinic/2C8ohzl ,New study demonstrates the most dramatic reversal of amyloid deposition in an Alzheimer's disease mouse model to date: ,0.06767676767676767,0.5181818181818182,1,0,1,0,0,Positive,Subjective
93,New study reduces uncertainties about the value of treating obstructive sleep apnea with CPAP in older adults: https://cle.clinic/2KrP0f2 ,New study reduces uncertainties about the value of treating obstructive sleep apnea with CPAP in older adults: ,0.1515151515151515,0.3939393939393939,0,1,1,0,0,Positive,Objective
94,A study shows that the first FDA-approved smartwatch health accessory can effectively identify atrial fibrillation: http://cle.clinic/2Gd4jmk ,A study shows that the first FDA-approved smartwatch health accessory can effectively identify atrial fibrillation: ,0.425,0.5666666666666667,1,0,1,0,0,Positive,Subjective
95,What you need to know about new colorectal cancer screening recommendations aimed at patients ages 45 to 49: https://cle.clinic/2t3LrjF ,What you need to know about new colorectal cancer screening recommendations aimed at patients ages 45 to 49: ,0.13636363636363635,0.4545454545454545,0,1,1,0,0,Positive,Objective
96,Ibuprofen linked to particular risk in study of chronic NSAID effects on blood pressure: http://cle.clinic/2voCZPZ ,Ibuprofen linked to particular risk in study of chronic NSAID effects on blood pressure: ,0.16666666666666666,0.3333333333333333,0,1,1,0,0,Positive,Objective
97,Biologics have ushered in a new therapeutic era in the treatment of osteoporosis: http://cle.clinic/2pyiKYF ,Biologics have ushered in a new therapeutic era in the treatment of osteoporosis: ,0.13636363636363635,0.4545454545454545,0,1,1,0,0,Positive,Objective
98,"A study shows that both antibiotics and high-fat, high-sugar diet have a significant negative impact on oxalate metabolism: https://cle.clinic/2IIEPSv ","A study shows that both antibiotics and high-fat, high-sugar diet have a significant negative impact on oxalate metabolism: ",0.037500000000000006,0.6375,1,0,1,0,0,Positive,Subjective
99,New surgical solutions promise advantages for shoulder instability: https://cle.clinic/2DZ24Ag ,New surgical solutions promise advantages for shoulder instability: ,0.13636363636363635,0.4545454545454545,0,1,1,0,0,Positive,Objective
100,"Accurate diagnosis of this rare autoimmune disease is crucial because treatment needs to be prompt, aggressive and sustained: http://cle.clinic/2EXQQ05 ","Accurate diagnosis of this rare autoimmune disease is crucial because treatment needs to be prompt, aggressive and sustained: ",0.2333333333333333,0.8444444444444444,1,0,1,0,0,Positive,Subjective
101,Complacency in thyroid cancer management can lead to surprises in the operating room: https://cle.clinic/2NiHNvx ,Complacency in thyroid cancer management can lead to surprises in the operating room: ,0.0,0.0,0,1,0,0,1,Neutral,Objective
102,.@MikkaelSekeres shares personal stories of bullying early in his career and alarming data about its prevalence in medicine: https://cle.clinic/2JjUgf8 ,.MikkaelSekeres shares personal stories of bullying early in his career and alarming data about its prevalence in medicine: ,0.0,0.4,0,1,0,0,1,Neutral,Objective
103,Nurses lead an effort to change the standard for ICU rooms by removing privacy curtains: http://cle.clinic/2vKJVXI ,Nurses lead an effort to change the standard for ICU rooms by removing privacy curtains: ,0.0,0.0,0,1,0,0,1,Neutral,Objective
104,Researchers confirm that the incidence and severity of sepsis is lower in patients with asthma: http://cle.clinic/2xYrlej ,Researchers confirm that the incidence and severity of sepsis is lower in patients with asthma: ,0.0,0.0,0,1,0,0,1,Neutral,Objective
105,A new way of screening for fibrosis in nonalcoholic fatty liver disease could help avoid liver biopsies in 80% of patients: https://cle.clinic/2JbRbTf ,A new way of screening for fibrosis in nonalcoholic fatty liver disease could help avoid liver biopsies in 80% of patients: ,-0.03181818181818183,0.4272727272727273,0,1,0,1,0,Negative,Objective
106,Neuromuscular ultrasound improves outcomes in a variety of peripheral nerve disorders: http://cle.clinic/1blIssr ,Neuromuscular ultrasound improves outcomes in a variety of peripheral nerve disorders: ,0.0,0.0,0,1,0,0,1,Neutral,Objective
107,The stakes of — and reasons behind — widespread misinformation about statins and cholesterol: http://cle.clinic/2voAfBl ,The stakes of — and reasons behind — widespread misinformation about statins and cholesterol: ,-0.4,0.7,1,0,0,1,0,Negative,Subjective
108,A number of milestone studies are advancing the understanding and treatment of prostate cancer: http://cle.clinic/2iDQz9z ,A number of milestone studies are advancing the understanding and treatment of prostate cancer: ,0.0,0.0,0,1,0,0,1,Neutral,Objective
109,A new procedure helps treat problems in the pancreas or bile duct of patients who have had gastric bypass surgery: https://cle.clinic/2rQ93rb ,A new procedure helps treat problems in the pancreas or bile duct of patients who have had gastric bypass surgery: ,0.13636363636363635,0.4545454545454545,0,1,1,0,0,Positive,Objective
110,New research provides potential target for treatments to combat obesity and aging: http://cle.clinic/2nv9uY6 ,New research provides potential target for treatments to combat obesity and aging: ,0.06818181818181818,0.7272727272727273,1,0,1,0,0,Positive,Subjective
111,Distinct lesion pattern points to colorectal cancer predisposition syndrome: http://cle.clinic/2efANC7 ,Distinct lesion pattern points to colorectal cancer predisposition syndrome: ,0.3,0.3,0,1,1,0,0,Positive,Objective
112,An otherwise healthy 56-year-old needing mitral valve repair is referred for MitraClip placement despite low surgical risk: https://cle.clinic/2J6SyT4 ,An otherwise healthy 56-year-old needing mitral valve repair is referred for MitraClip placement despite low surgical risk: ,0.25,0.4,0,1,1,0,0,Positive,Objective
113,Three recent reports share outcomes from emerging applications of flow diversion stenting for additional aneurysm types: https://cle.clinic/2KSENs7 ,Three recent reports share outcomes from emerging applications of flow diversion stenting for additional aneurysm types: ,0.0,0.25,0,1,0,0,1,Neutral,Objective
114,New study of creeping fat may lead to therapeutic interventions to treat strictures in patients with Crohn's disease: https://cle.clinic/2J6Id9I ,New study of creeping fat may lead to therapeutic interventions to treat strictures in patients with Crohn's disease: ,0.13636363636363635,0.4545454545454545,0,1,1,0,0,Positive,Objective
