,tweet,processed_tweet,polarity,subjectivity,sub,obj,pos,neg,neu,Sentiment,Objectivity
10,"This was wonderfully written. The stories shared in this piece are unfortunately still realities in many (most) places. We, @umichmedicine, @umfamilymed, & @UM_OHEI are working to change that. Thank you for your work @tsaiduck77. https://twitter.com/tsaiduck77/status/1017457968198176768 …","This was wonderfully written. The stories shared in this piece are unfortunately still realities in many (most) places. We, umichmedicine, umfamilymed, & UM_OHEI are working to change that. Thank you for your work tsaiduck77. ",0.375,0.75,1,0,1,0,0,Positive,Subjective
11,Three great reasons to love summer: @UM_OHEI's Michigan Health Sciences Summer Institute Academies. Learn more at  http://michmed.org/Q2zRX  pic.twitter.com/iq2WmQcxWr,Three great reasons to love summer: UM_OHEI's Michigan Health Sciences Summer Institute Academies. Learn more at   ,0.6,0.6166666666666667,1,0,1,0,0,Positive,Subjective
12,IN THE NEWS | How Colleges Can Diversify Their Faculties  http://myumi.ch/JYnMx  #UMichDEI pic.twitter.com/fOdMeudTcD,IN THE NEWS | How Colleges Can Diversify Their Faculties   UMichDEI ,0.0,0.0,0,1,0,0,1,Neutral,Objective
13,Fullbright Postdoctoral Fellowship to Israel applications due 8/1. Details:  https://www.cies.org/program/core-fulbright-us-scholar-program … pic.twitter.com/OCrkxdlKQt,Fullbright Postdoctoral Fellowship to Israel applications due 8/1. Details:   ,-0.125,0.375,0,1,0,1,0,Negative,Objective
14,"@bigten Today is the last day to register to vote in #Michigan’s August 7 primary election. Help us lead the @BigTen in increasing voter registration and turnout! Head to  http://umich.turbovote.org  to register, apply for your absentee ballot, and ensure your vote counts. ✅ #B1GVotes pic.twitter.com/QkroVA0zdv","bigten Today is the last day to register to vote in Michigan’s August 7 primary election. Help us lead the BigTen in increasing voter registration and turnout! Head to   to register, apply for your absentee ballot, and ensure your vote counts. ✅ B1GVotes ",0.25,0.2833333333333333,0,1,1,0,0,Positive,Objective
15,Honored to have the opportunity to be back at one of my alma maters - Michigan Medicine.#DisabusingDisability #DocsWithDisabilities University of Michigan University...  http://www.mmheadlines.org/2018/07/disabusing-disability-a-doctors-paralyzing-injury-brings-new-perspective/ …,Honored to have the opportunity to be back at one of my alma maters - Michigan Medicine.DisabusingDisability DocsWithDisabilities University of Michigan University...  ,0.0,0.0,0,1,0,0,1,Neutral,Objective
16,Class of 2021 begins their first year of #ophthalmology residency training at Kellogg Eye Center. 💯 ♀️ @UM_OHEI pic.twitter.com/1ckPGZQvws,Class of 2021 begins their first year of ophthalmology residency training at Kellogg Eye Center. 💯 ♀️ UM_OHEI ,0.075,0.21666666666666667,0,1,1,0,0,Positive,Objective
17,Reflecting today.  Grateful for those who have given us the blessing of our freedom. Special thanks also goes out to the @umichmedicine faculty and staff spending the holiday with our patients and families. pic.twitter.com/S5ropRc9ca,Reflecting today.  Grateful for those who have given us the blessing of our freedom. Special thanks also goes out to the umichmedicine faculty and staff spending the holiday with our patients and families. ,0.2785714285714286,0.3857142857142857,0,1,1,0,0,Positive,Objective
18,"We applaud @umfamilymed @UMich @UMichMedAdmiss @UM_OHEI for their thoughtful response to the @WSJ about the inclusion of people with disabilities in higher education, including #MedEd  https://medicine.umich.edu/dept/family-medicine/news/archive/201805/family-medicine-faculty-u-m-partners-pen-response-wall-street-journal …","We applaud umfamilymed UMich UMichMedAdmiss UM_OHEI for their thoughtful response to the WSJ about the inclusion of people with disabilities in higher education, including MedEd  ",0.325,0.5,0,1,1,0,0,Positive,Objective
19,"Achieving & maintaining a diverse surgical workforce is essential to eliminate healthcare disparities in patient care, improve patient outcomes, increase innovation in health research, & cultivate future generations. #UMSurgUpdates  https://medicine.umich.edu/dept/surgery/news/archive/201807/empowering-women-surgery-michigan-promise-michigan-women …’s-surgical-collaborative pic.twitter.com/5ySOesmRs5","Achieving & maintaining a diverse surgical workforce is essential to eliminate healthcare disparities in patient care, improve patient outcomes, increase innovation in health research, & cultivate future generations. UMSurgUpdates  ’s-surgical-collaborative ",0.0,0.2125,0,1,0,0,1,Neutral,Objective
20,"At @UMich we remain committed to welcoming peaceful, hard-working and talented scholars from around the world who want to pursue their ambitions at colleges and universities and in so doing, strengthen our nation intellectually and economically. #SCOTUS  http://myumi.ch/J2qOZ ","At UMich we remain committed to welcoming peaceful, hard-working and talented scholars from around the world who want to pursue their ambitions at colleges and universities and in so doing, strengthen our nation intellectually and economically. SCOTUS  ",0.3875,0.6749999999999999,1,0,1,0,0,Positive,Subjective
21,"Epic session on leadership with some of our best! @harbauc, @JocelineVu, and @HPB_Txp_Surg led a discussion highlighting how certain behaviors can impact teams. Many humble and insightful comments from residents and faculty. #UMSurgUpdates #MichiganPromise pic.twitter.com/pSxBEoBlbc","Epic session on leadership with some of our best! harbauc, JocelineVu, and HPB_Txp_Surg led a discussion highlighting how certain behaviors can impact teams. Many humble and insightful comments from residents and faculty. UMSurgUpdates MichiganPromise ",0.32285714285714284,0.4342857142857143,0,1,1,0,0,Positive,Objective
22,#DisabusingDisability #DocsWithDisabilities @espn @umichmedicine https://twitter.com/espn/status/1012342526064373763 …,DisabusingDisability DocsWithDisabilities espn umichmedicine ,0.0,0.0,0,1,0,0,1,Neutral,Objective
23,"@UMich On a June day just like today, 109 years ago, a photographer on the banks of #AnnArbor's Huron River captured this scene of the @umich hospital (then on Catherine St.) in the distance. See it on this map:  http://umhistory.dc.umich.edu/mort/medical/  #ThrowbackThursday pic.twitter.com/RYuaIoGfvB","UMich On a June day just like today, 109 years ago, a photographer on the banks of AnnArbor's Huron River captured this scene of the umich hospital (then on Catherine St.) in the distance. See it on this map:   ThrowbackThursday ",0.0,0.0,0,1,0,0,1,Neutral,Objective
24,#DocsWithDisabilities A Bike Accident Left This ER Doctor Paralyzed. Now He's Back At Work  https://wbur.fm/2JoT9vL  via @hereandnow,DocsWithDisabilities A Bike Accident Left This ER Doctor Paralyzed. Now He's Back At Work   via hereandnow,0.0,0.0,0,1,0,0,1,Neutral,Objective
25,#GoBlueMed students interested in global health should consider attending the 2019 @CUGHnews conference in nearby Chicago. Poster/abstract presentations now being accepted:  http://www.cugh2019.org/ ,GoBlueMed students interested in global health should consider attending the 2019 CUGHnews conference in nearby Chicago. Poster/abstract presentations now being accepted:  ,0.125,0.25,0,1,1,0,0,Positive,Objective
26,"Following a transformative experience volunteering in Haiti after a devastating earthquake, Yolaine Civil, M.D., had ambitions to make a difference in Africa. Read about this recent Fulbright Scholarship recipient's journey in @umichmedicine's #Headlines:  https://www.mmheadlines.org/2018/06/a-global-scholar-fulbright-recipient-tackling-health-disparities-in-africa/?utm_campaign=Newsletter&utm_source=Newsletter_20180621&utm_medium=email …","Following a transformative experience volunteering in Haiti after a devastating earthquake, Yolaine Civil, M.D., had ambitions to make a difference in Africa. Read about this recent Fulbright Scholarship recipient's journey in umichmedicine's Headlines:  ",-0.3333333333333333,0.45,0,1,0,1,0,Negative,Objective
27,Some people thought this was a mistake. Nope. Time for work. #DisabusingDisability #DocsWithDisabilities pic.twitter.com/s1PbvYsHYx,Some people thought this was a mistake. Nope. Time for work. DisabusingDisability DocsWithDisabilities ,0.0,0.0,0,1,0,0,1,Neutral,Objective
28,I actually wanted to take this opportunity to praise Delta Air Lines for their response to a medical emergency on Flight DL1876 from Detroit Metro Airport (DTW) to LAX yesterday morning. You may recall the...  https://www.facebook.com/feranmi.okanlami/posts/10103953427486423 …,I actually wanted to take this opportunity to praise Delta Air Lines for their response to a medical emergency on Flight DL1876 from Detroit Metro Airport (DTW) to LAX yesterday morning. You may recall the...  ,0.0,0.05,0,1,0,0,1,Neutral,Objective
29,Happy #FathersDay to all the dads (and grand dads!) of our #LittleVictors! pic.twitter.com/Op0ktgpeX9,Happy FathersDay to all the dads (and grand dads!) of our LittleVictors! ,0.790625,1.0,1,0,1,0,0,Positive,Subjective
30,Just because it’s a policy in #MedEd doesn’t mean it’s legal.#DocsWithDisabilties #NursesWithDisabilities @umfamilymed @UM_OHEI @philipzazove @cjmoreland @annehoekstramd @mdfetters https://twitter.com/AcadMedJournal/status/1005917606946201601 …,Just because it’s a policy in MedEd doesn’t mean it’s legal.DocsWithDisabilties NursesWithDisabilities umfamilymed UM_OHEI philipzazove cjmoreland annehoekstramd mdfetters ,-0.3125,0.6875,1,0,0,1,0,Negative,Subjective
31,".@UMich calls allegations in free-speech lawsuit “a false caricature”; cites dozens of speakers, articles, student organizations to dispute claims #URecord:  http://myumi.ch/6wGDk  pic.twitter.com/JD9b9Ep3iy",".UMich calls allegations in free-speech lawsuit “a false caricature”; cites dozens of speakers, articles, student organizations to dispute claims URecord:   ",-0.4000000000000001,0.6,1,0,0,1,0,Negative,Subjective
32,"To all celebrating Eid al-Fitr and the end of Ramadan - in our @UMich community, and around the globe - #EidMubarak! pic.twitter.com/LP8ROLPiQU","To all celebrating Eid al-Fitr and the end of Ramadan - in our UMich community, and around the globe - EidMubarak! ",0.0,0.0,0,1,0,0,1,Neutral,Objective
33,"New research probes why cancer outcomes are worse for minority children. A #Umich-led project with @ChildrensDMC in #Detroit & @HurleyMedical in #Flint, funded by the @CHMFoundation:   http://michmed.org/Morxo  #pediatriccancer pic.twitter.com/8wkj3p3S25","New research probes why cancer outcomes are worse for minority children. A Umich-led project with ChildrensDMC in Detroit & HurleyMedical in Flint, funded by the CHMFoundation:    pediatriccancer ",-0.13181818181818186,0.5272727272727272,1,0,0,1,0,Negative,Subjective
34,"Agreed. This report needs to accelerate discussion and lead to action. @UMichIRWG , @UMichResearch, @umichLSA, @UMengineering, & @UM_OHEI have already organized a series of events to discuss this fall.  https://irwg.umich.edu/events/sexual-harassment-science … https://twitter.com/kejames/status/1006961826737868807 …","Agreed. This report needs to accelerate discussion and lead to action. UMichIRWG , UMichResearch, umichLSA, UMengineering, & UM_OHEI have already organized a series of events to discuss this fall.   ",0.1,0.1,0,1,1,0,0,Positive,Objective
35,"@umichmedicine “Paying attention to suicide warning signs and responding with empathy and support is key to helping individuals get needed help,” says Meg Jennings, LMSW, a social-work supervisor for @UMichMedicine. https://twitter.com/umichmedicine/status/1005115486248620032 …","umichmedicine “Paying attention to suicide warning signs and responding with empathy and support is key to helping individuals get needed help,” says Meg Jennings, LMSW, a social-work supervisor for UMichMedicine. ",0.0,1.0,1,0,0,0,1,Neutral,Subjective
36,"Our pediatric oncologist @RajenMody was awarded a 592K grant from @CHMFoundation to study cancer biology and care among minority children, and identify barriers that prevent underprivileged patients from accessing the best treatments available:  http://michmed.org/Morxo  pic.twitter.com/CWLxaAYYxJ","Our pediatric oncologist RajenMody was awarded a 592K grant from CHMFoundation to study cancer biology and care among minority children, and identify barriers that prevent underprivileged patients from accessing the best treatments available:   ",0.7,0.35,0,1,1,0,0,Positive,Objective
37,"""The level of struggle is at epidemic levels, but because of the culture of silence, people feel like they’re the only ones going through it."" –@srijan_sen_lab on #medstudent #depression http://michmed.org/EXv9d ","""The level of struggle is at epidemic levels, but because of the culture of silence, people feel like they’re the only ones going through it."" –srijan_sen_lab on medstudent depression ",0.0,1.0,1,0,0,0,1,Neutral,Subjective
38,"How can we build a better surveillance system for #opioid #overdose that can help #FirstResponders , #EmergencyMedicine & #LawEnforcement get out ahead of the #OpioidEpidemic? Come to our seminar with @UM_ACRU's Mahshid Abir next Thurs. to find out:  http://ihpi.umich.edu/events/ihpi-research-seminar-series-development-system-opioid-overdose-surveillance-sos … pic.twitter.com/igo1UFJDNb","How can we build a better surveillance system for opioid overdose that can help FirstResponders , EmergencyMedicine & LawEnforcement get out ahead of the OpioidEpidemic? Come to our seminar with UM_ACRU's Mahshid Abir next Thurs. to find out:   ",0.25,0.25,0,1,1,0,0,Positive,Objective
39,"“Research tells us that DACA-status individuals can help us alleviate physician shortages, especially in high-need areas, and provide culturally competent care.”- @dbarbe_md #AMAmtg","“Research tells us that DACA-status individuals can help us alleviate physician shortages, especially in high-need areas, and provide culturally competent care.”- dbarbe_md AMAmtg",0.25,0.8333333333333333,1,0,1,0,0,Positive,Subjective
40,Glad to see the Comprehensive Gender Services Program profiled in @umichmedicine Headlines this morning. All gender identities deserve equal access to the highest-quality care. Read more here:  https://bit.ly/2xRoy8q  #PRIDEMonth pic.twitter.com/uAcsfUcnIp,Glad to see the Comprehensive Gender Services Program profiled in umichmedicine Headlines this morning. All gender identities deserve equal access to the highest-quality care. Read more here:   PRIDEMonth ,0.3333333333333333,0.5833333333333334,1,0,1,0,0,Positive,Subjective
41,#Suicide Warning Signs and Risk Factors Everyone Should Know:  http://michmed.org/EOWp3  #SuicidePrevention pic.twitter.com/5SVL0SfsXu,Suicide Warning Signs and Risk Factors Everyone Should Know:   SuicidePrevention ,0.0,0.0,0,1,0,0,1,Neutral,Objective
42,"Saying suicide is selfish is saying, “Although I don’t understand clinical depression & suicide I’m going to judge people who die from it even if causes unimaginable pain + trauma and stigmatizes mental illness because it makes me feel better + safer.” https://bit.ly/2sEkOlF ","Saying suicide is selfish is saying, “Although I don’t understand clinical depression & suicide I’m going to judge people who die from it even if causes unimaginable pain + trauma and stigmatizes mental illness because it makes me feel better + safer.” ",-0.033333333333333326,0.5666666666666667,1,0,0,1,0,Negative,Subjective
43,"@umichsphglobal @umichsph Faculty, staff and students join partners from St.Paul's Millenium Medical College at a rural health clinic in Ethiopia to explore research collaboartions. pic.twitter.com/lL0mtNdxAt","umichsphglobal umichsph Faculty, staff and students join partners from St.Paul's Millenium Medical College at a rural health clinic in Ethiopia to explore research collaboartions. ",0.0,0.0,0,1,0,0,1,Neutral,Objective
44,And learn how providers can give better care to #transgender individuals:  http://michmed.org/EArrm  #Pride https://twitter.com/UM_OHEI/status/1003660398598508546 …,And learn how providers can give better care to transgender individuals:   Pride ,0.5,0.5,0,1,1,0,0,Positive,Objective
45,JUST ADDED: Next Tuesday come hear Dr. Jaya Aysola of @PennLDI speak on how #healthcare institutions can promote #healthequity and #inclusion in #meded and work environments:  http://michmed.org/e8YxO  pic.twitter.com/7Tqd4KNkom,JUST ADDED: Next Tuesday come hear Dr. Jaya Aysola of PennLDI speak on how healthcare institutions can promote healthequity and inclusion in meded and work environments:   ,0.0,0.0,0,1,0,0,1,Neutral,Objective
46,June is #PrideMonth Make sure to check out the latest #DiversityMatters piece in Headlines to learn about @umichmedicine's ongoing work with transgender individuals:   https://www.mmheadlines.org/2018/06/diversity-matters-lgbtq-pride-month/ …,June is PrideMonth Make sure to check out the latest DiversityMatters piece in Headlines to learn about umichmedicine's ongoing work with transgender individuals:   ,0.5,0.8944444444444444,1,0,1,0,0,Positive,Subjective
47,"Each year at @UMichSurgery, we host students from around the country who join our own @UMichMedAdmiss for a Student Surgery Leadership Weekend. This year we focused on DEI, & we asked 3 students to write about their experience on our #MichiganPromise blog:  https://medicine.umich.edu/dept/surgery/news/archive/201805/student-surgery-leadership-weekend … pic.twitter.com/eBZ0nIgV5q","Each year at UMichSurgery, we host students from around the country who join our own UMichMedAdmiss for a Student Surgery Leadership Weekend. This year we focused on DEI, & we asked 3 students to write about their experience on our MichiganPromise blog:   ",0.6,1.0,1,0,1,0,0,Positive,Subjective
48,"#MemorialDay: ""Rituals and ceremonies are important links to the past, and they are reminders of what it takes to improve tomorrow."" The Final Salute for #veterans, with Dr. @sanjaysaint 🇺🇸  http://michmed.org/Ewa7a  pic.twitter.com/i0298QJlRG","MemorialDay: ""Rituals and ceremonies are important links to the past, and they are reminders of what it takes to improve tomorrow."" The Final Salute for veterans, with Dr. sanjaysaint 🇺🇸   ",0.05000000000000001,0.75,1,0,1,0,0,Positive,Subjective
49,ICYMI: Becker's Hospital Review names @umichmedicine's Dr. Hitinder Gurm one of 50 experts leading the field of patient safety.  https://www.beckershospitalreview.com/lists/50-experts-leading-the-field-of-patient-safety-2018.html …More on his work w/BMC2:  http://michmed.org/Ezn2O  pic.twitter.com/TGfhjSVjHB,ICYMI: Becker's Hospital Review names umichmedicine's Dr. Hitinder Gurm one of 50 experts leading the field of patient safety.  More on his work w/BMC2:   ,0.5,0.5,0,1,1,0,0,Positive,Objective
50,"– Safety– Dignity– Human rights & fundamental freedoms for ALL migrants – children, women & men – at ALL times@UNmigration info:  https://www.iom.int/global-compact-migration … pic.twitter.com/RcTfNfDQix","– Safety– Dignity– Human rights & fundamental freedoms for ALL migrants – children, women & men – at ALL timesUNmigration info:   ",0.0,0.1,0,1,0,0,1,Neutral,Objective
51,"“Diversity and inclusion are about many things, but most of all they are about excellence”-Selwyn Vickers, MD, Dean, University of Alabama, School of Medicine #SBAS2018 pic.twitter.com/rZiow9xyN8","“Diversity and inclusion are about many things, but most of all they are about excellence”-Selwyn Vickers, MD, Dean, University of Alabama, School of Medicine SBAS2018 ",0.5,0.5,0,1,1,0,0,Positive,Objective
52,“We believe that the work happening in Chad’s name will change the future for other children. This is Chad’s legacy.”  More on #Umich's newly established Chad Carr Pediatric Brain Tumor Center:  http://michmed.org/Mo08p  #ChadTough #DefeatDIPG pic.twitter.com/1f3YMviIPK,“We believe that the work happening in Chad’s name will change the future for other children. This is Chad’s legacy.”  More on Umich's newly established Chad Carr Pediatric Brain Tumor Center:   ChadTough DefeatDIPG ,0.08227272727272728,0.3109090909090909,0,1,1,0,0,Positive,Objective
53,Congratulations to all authors for bringing this work into fruition! Thanks to the reviewers who sacrifice their time 2 help strengthen this work & to the Editors of @HeadacheJournal for your belief in this importance of publishing this manuscript. @UM_OHEI @MinorityHealth @NIMHD https://twitter.com/HeadacheJournal/status/998666334652203009 …,Congratulations to all authors for bringing this work into fruition! Thanks to the reviewers who sacrifice their time 2 help strengthen this work & to the Editors of HeadacheJournal for your belief in this importance of publishing this manuscript. UM_OHEI MinorityHealth NIMHD ,0.2,0.2,0,1,1,0,0,Positive,Objective
54,"Today we volunteered at World Medical Relief, Inc. The work they do to serve individuals in need overseas is incredible! We will be back soon. pic.twitter.com/xfweI04xVY","Today we volunteered at World Medical Relief, Inc. The work they do to serve individuals in need overseas is incredible! We will be back soon. ",0.3333333333333333,0.3,0,1,1,0,0,Positive,Objective
55,We believe we can solve #homelessness in a country as great & wealthy as the U.S. @KPShare is investing $200 million through our Thriving Communities Fund & partnering w/ @mayorsandceos to develop solutions for these most vulnerable members of our society. https://k-p.li/2Gvj6al ,We believe we can solve homelessness in a country as great & wealthy as the U.S. KPShare is investing $200 million through our Thriving Communities Fund & partnering w/ mayorsandceos to develop solutions for these most vulnerable members of our society. ,0.325,0.6875,1,0,1,0,0,Positive,Subjective
56,Cue the video! @A2Scarlett 2018 Portfolio Day. Tons of great companies interviewed our 8th graders to prepare them for future careers. Thank you @A2Vets @A2Police @bankofannarbor @BrownandDeLine @CaymanChemical @compassgroupusa @GreenPath @UMich @Seelio @UM_OHEI https://twitter.com/A2schools/status/997499344617132033 …,Cue the video! A2Scarlett 2018 Portfolio Day. Tons of great companies interviewed our 8th graders to prepare them for future careers. Thank you A2Vets A2Police bankofannarbor BrownandDeLine CaymanChemical compassgroupusa GreenPath UMich Seelio UM_OHEI ,0.4,0.4375,0,1,1,0,0,Positive,Objective
57,Here on our office service project to help sort medical products for shipment overseas to individuals in need. pic.twitter.com/vkh4nStFtQ,Here on our office service project to help sort medical products for shipment overseas to individuals in need. ,0.0,0.0,0,1,0,0,1,Neutral,Objective
58,"“Doctors with disabilities are likely to be more empathetic, as they have more recognition of the concerns of their patients.” - Dr. Michelle Meade from our PM&R team. Learn more about new medical devices helping doctors with disabilities:  http://michmed.org/Enl4m  pic.twitter.com/O3Ujv8mCEf","“Doctors with disabilities are likely to be more empathetic, as they have more recognition of the concerns of their patients.” - Dr. Michelle Meade from our PM&R team. Learn more about new medical devices helping doctors with disabilities:   ",0.2727272727272727,0.4924242424242424,0,1,1,0,0,Positive,Objective
59,#RamadanMubarak Wolverines! pic.twitter.com/3Dxtix355r,RamadanMubarak Wolverines! ,0.0,0.0,0,1,0,0,1,Neutral,Objective
60,"Kempner's advice: Be Nice. Stay in touch with your classmates. Call your parents post-call. Be patient with loved ones. Whatever makes you happy, make time for it. Remember to be human. And most important: Pack extra socks in your on-call bag. #GoBlueMed #MGoGrad","Kempner's advice: Be Nice. Stay in touch with your classmates. Call your parents post-call. Be patient with loved ones. Whatever makes you happy, make time for it. Remember to be human. And most important: Pack extra socks in your on-call bag. GoBlueMed MGoGrad",0.4285714285714285,0.6428571428571429,1,0,1,0,0,Positive,Subjective
61,We are thrilled to kick off the #NursesWithDisabilities campaign during #NursesWeek. Help us celebrate this new partnership with @MGHInstitute. Spread the word! #AccessInNursing #AccessInHealthScience #DisabusingDisability @Okanlami @umfamilymed @umfamilymed https://twitter.com/HsmCoalition/status/995022278785200129 …,We are thrilled to kick off the NursesWithDisabilities campaign during NursesWeek. Help us celebrate this new partnership with MGHInstitute. Spread the word! AccessInNursing AccessInHealthScience DisabusingDisability Okanlami umfamilymed umfamilymed ,0.3852272727272727,0.5772727272727273,1,0,1,0,0,Positive,Subjective
62,🎓#MGoGrad pic.twitter.com/iixQw2QjBD,🎓MGoGrad ,0.0,0.0,0,1,0,0,1,Neutral,Objective
63,"These six nurses have taken their commitment to care to a new level, by leading research efforts on #ptsafety, #ICU care, #surgery, #cancer, disaster-related care and more. In honor of #NursesWeek, we're putting them in the spotlight:  http://michmed.org/EwyNL  pic.twitter.com/cA9phubgcC","These six nurses have taken their commitment to care to a new level, by leading research efforts on ptsafety, ICU care, surgery, cancer, disaster-related care and more. In honor of NursesWeek, we're putting them in the spotlight:   ",0.3181818181818182,0.4772727272727273,0,1,1,0,0,Positive,Objective
64,"Listening to U-M President Mark S. Schlissel address ongoing diversity, equity and inclusion initiatives on campus and beyond. pic.twitter.com/kLUHtGZ72y","Listening to U-M President Mark S. Schlissel address ongoing diversity, equity and inclusion initiatives on campus and beyond. ",0.0,0.0,0,1,0,0,1,Neutral,Objective
65,"Wisdom from @UMichSurgery’s @erikaanewman on being a successful surgical intern:🔹Show up: be early, leave late, bring a good attitude🔹Know your pts in & out, small details matter🔹Practice relentless positivity esp. when stuff doesn’t go your way🔹Know your limits pic.twitter.com/T0VOaanfyC","Wisdom from UMichSurgery’s erikaanewman on being a successful surgical intern:🔹Show up: be early, leave late, bring a good attitude🔹Know your pts in & out, small details matter🔹Practice relentless positivity esp. when stuff doesn’t go your way🔹Know your limits ",0.2,0.5700000000000001,1,0,1,0,0,Positive,Subjective
